Experiment	subject	Bmemory	ret_trial_type	viol	response	rates
2	204	1	1	0	1	0
2	205	1	1	0	1	0
2	206	1	1	0	1	0.307692307692308
2	207	1	1	0	1	0.4
2	209	1	1	0	1	0.125
2	210	1	1	0	1	0.444444444444444
2	211	1	1	0	1	0
2	212	1	1	0	1	0.0833333333333333
2	213	1	1	0	1	0.2
2	214	1	1	0	1	0
2	215	1	1	0	1	0
2	217	1	1	0	1	0.444444444444444
2	218	1	1	0	1	0.25
2	219	1	1	0	1	0.363636363636364
2	220	1	1	0	1	0.333333333333333
2	221	1	1	0	1	0.166666666666667
2	223	1	1	0	1	0.4
2	224	1	1	0	1	0.0909090909090909
2	225	1	1	0	1	0.153846153846154
2	226	1	1	0	1	0.25
2	227	1	1	0	1	0.636363636363636
2	228	1	1	0	1	0.384615384615385
2	229	1	1	0	1	0
2	230	1	1	0	1	0.272727272727273
2	231	1	1	0	1	0
2	232	1	1	0	1	0.25
2	201	1	1	0	0	0.0625
2	202	1	1	0	0	0.428571428571429
2	204	1	1	0	0	1
2	205	1	1	0	0	0.166666666666667
2	206	1	1	0	0	0.0769230769230769
2	207	1	1	0	0	0
2	209	1	1	0	0	0.5
2	210	1	1	0	0	0
2	211	1	1	0	0	0.375
2	212	1	1	0	0	0
2	213	1	1	0	0	0.2
2	214	1	1	0	0	0.384615384615385
2	215	1	1	0	0	0.111111111111111
2	217	1	1	0	0	0
2	218	1	1	0	0	0.0833333333333333
2	219	1	1	0	0	0.181818181818182
2	220	1	1	0	0	0.222222222222222
2	221	1	1	0	0	0.0555555555555556
2	223	1	1	0	0	0.1
2	224	1	1	0	0	0.0909090909090909
2	225	1	1	0	0	0.153846153846154
2	226	1	1	0	0	0.5
2	227	1	1	0	0	0
2	228	1	1	0	0	0.307692307692308
2	229	1	1	0	0	0.125
2	230	1	1	0	0	0.0909090909090909
2	231	1	1	0	0	0.375
2	232	1	1	0	0	0.25
2	201	1	0	1	2	0.294117647058824
2	202	1	0	1	2	0.363636363636364
2	204	1	0	1	2	0.333333333333333
2	205	1	0	1	2	0
2	206	1	0	1	2	0
2	207	1	0	1	2	0.3
2	209	1	0	1	2	0
2	210	1	0	1	2	0
2	211	1	0	1	2	0.222222222222222
2	212	1	0	1	2	0.25
2	213	1	0	1	2	0.142857142857143
2	214	1	0	1	2	0.4
2	215	1	0	1	2	0.111111111111111
2	217	1	0	1	2	0.111111111111111
2	218	1	0	1	2	0.181818181818182
2	219	1	0	1	2	0.1
2	220	1	0	1	2	0.6
2	221	1	0	1	2	0.166666666666667
2	223	1	0	1	2	0.153846153846154
2	224	1	0	1	2	0.0714285714285714
2	225	1	0	1	2	0.428571428571429
2	226	1	0	1	2	0.0769230769230769
2	227	1	0	1	2	0.571428571428571
2	228	1	0	1	2	0.0714285714285714
2	229	1	0	1	2	0.333333333333333
2	230	1	0	1	2	0
2	231	1	0	1	2	0.333333333333333
2	232	1	0	1	2	0
2	201	1	0	1	1	0.647058823529412
2	202	1	0	1	1	0.363636363636364
2	204	1	0	1	1	0.333333333333333
2	205	1	0	1	1	0.571428571428571
2	206	1	0	1	1	1
2	207	1	0	1	1	0.6
2	209	1	0	1	1	1
2	210	1	0	1	1	0.714285714285714
2	211	1	0	1	1	0.555555555555556
2	212	1	0	1	1	0.6875
2	213	1	0	1	1	0.428571428571429
2	214	1	0	1	1	0.4
2	215	1	0	1	1	0.777777777777778
2	217	1	0	1	1	0.777777777777778
2	218	1	0	1	1	0.818181818181818
2	219	1	0	1	1	0.7
2	220	1	0	1	1	0.2
2	221	1	0	1	1	0.666666666666667
2	223	1	0	1	1	0.615384615384615
2	224	1	0	1	1	0.857142857142857
2	225	1	0	1	1	0.571428571428571
2	226	1	0	1	1	0.384615384615385
2	227	1	0	1	1	0.285714285714286
2	228	1	0	1	1	0.5
2	229	1	0	1	1	0.416666666666667
2	230	1	0	1	1	0.923076923076923
2	231	1	0	1	1	0
2	232	1	0	1	1	0.8
2	201	1	0	1	0	0.0588235294117647
2	202	1	0	1	0	0.272727272727273
2	204	1	0	1	0	0.333333333333333
2	205	1	0	1	0	0.428571428571429
2	206	1	0	1	0	0
2	207	1	0	1	0	0.1
2	209	1	0	1	0	0
2	210	1	0	1	0	0.285714285714286
2	211	1	0	1	0	0.222222222222222
2	212	1	0	1	0	0.0625
2	213	1	0	1	0	0.428571428571429
2	214	1	0	1	0	0.2
2	215	1	0	1	0	0.111111111111111
2	217	1	0	1	0	0.111111111111111
2	218	1	0	1	0	0
2	219	1	0	1	0	0.2
2	220	1	0	1	0	0.2
2	221	1	0	1	0	0.166666666666667
2	223	1	0	1	0	0.230769230769231
2	224	1	0	1	0	0.0714285714285714
2	225	1	0	1	0	0
2	226	1	0	1	0	0.538461538461538
2	227	1	0	1	0	0.142857142857143
2	228	1	0	1	0	0.428571428571429
2	229	1	0	1	0	0.25
2	230	1	0	1	0	0.0769230769230769
2	231	1	0	1	0	0.666666666666667
2	232	1	0	1	0	0.2
2	201	1	0	0	2	0.176470588235294
2	202	1	0	0	2	0
2	204	1	0	0	2	0.166666666666667
2	205	1	0	0	2	0.142857142857143
2	206	1	0	0	2	0.235294117647059
2	207	1	0	0	2	0.181818181818182
2	209	1	0	0	2	0
2	210	1	0	0	2	0.111111111111111
2	211	1	0	0	2	0.111111111111111
2	212	1	0	0	2	0
2	213	1	0	0	2	0
2	214	1	0	0	2	0.2
2	215	1	0	0	2	0
2	217	1	0	0	2	0.166666666666667
2	218	1	0	0	2	0.272727272727273
2	219	1	0	0	2	0.0769230769230769
2	220	1	0	0	2	0.25
2	221	1	0	0	2	0.388888888888889
2	223	1	0	0	2	0.2
2	224	1	0	0	2	0
2	225	1	0	0	2	0.333333333333333
2	226	1	0	0	2	0.3
2	227	1	0	0	2	0.428571428571429
2	228	1	0	0	2	0.25
2	229	1	0	0	2	0.428571428571429
2	230	1	0	0	2	0
2	231	1	0	0	2	0.8
2	232	1	0	0	2	0.333333333333333
2	201	1	0	0	1	0.823529411764706
2	202	1	0	0	1	0.333333333333333
2	204	1	0	0	1	0.5
2	205	1	0	0	1	0.571428571428571
2	206	1	0	0	1	0.588235294117647
2	207	1	0	0	1	0.727272727272727
2	209	1	0	0	1	0.75
2	210	1	0	0	1	0.777777777777778
2	211	1	0	0	1	0.666666666666667
2	212	1	0	0	1	0.833333333333333
2	213	1	0	0	1	0.714285714285714
2	214	1	0	0	1	0.5
2	215	1	0	0	1	0.9
2	217	1	0	0	1	0.75
2	218	1	0	0	1	0.727272727272727
2	219	1	0	0	1	0.615384615384615
2	220	1	0	0	1	0.375
2	221	1	0	0	1	0.444444444444444
2	223	1	0	0	1	0.6
2	224	1	0	0	1	0.857142857142857
2	225	1	0	0	1	0.444444444444444
2	226	1	0	0	1	0.4
2	227	1	0	0	1	0.285714285714286
2	228	1	0	0	1	0.3125
2	229	1	0	0	1	0.357142857142857
2	230	1	0	0	1	0.9
2	231	1	0	0	1	0
2	232	1	0	0	1	0.444444444444444
2	201	1	0	0	0	0
2	202	1	0	0	0	0.666666666666667
2	204	1	0	0	0	0.333333333333333
2	205	1	0	0	0	0.285714285714286
2	206	1	0	0	0	0.176470588235294
2	207	1	0	0	0	0.0909090909090909
2	209	1	0	0	0	0.25
2	210	1	0	0	0	0.111111111111111
2	211	1	0	0	0	0.222222222222222
2	212	1	0	0	0	0.166666666666667
2	213	1	0	0	0	0.285714285714286
2	214	1	0	0	0	0.3
2	215	1	0	0	0	0.1
2	217	1	0	0	0	0.0833333333333333
2	218	1	0	0	0	0
2	219	1	0	0	0	0.307692307692308
2	220	1	0	0	0	0.375
2	221	1	0	0	0	0.166666666666667
2	223	1	0	0	0	0.2
2	224	1	0	0	0	0.142857142857143
2	225	1	0	0	0	0.222222222222222
2	226	1	0	0	0	0.3
2	227	1	0	0	0	0.285714285714286
2	228	1	0	0	0	0.4375
2	229	1	0	0	0	0.214285714285714
2	230	1	0	0	0	0.1
2	231	1	0	0	0	0.2
2	232	1	0	0	0	0.222222222222222
2	201	0	1	1	2	1
2	202	0	1	1	2	0.333333333333333
2	204	0	1	1	2	0.125
2	205	0	1	1	2	0.6
2	206	0	1	1	2	0.666666666666667
2	207	0	1	1	2	0.833333333333333
2	209	0	1	1	2	0.4
2	210	0	1	1	2	0.555555555555556
2	211	0	1	1	2	0.666666666666667
2	212	0	1	1	2	0.8
2	213	0	1	1	2	0.5
2	214	0	1	1	2	0.666666666666667
2	215	0	1	1	2	0.714285714285714
2	217	0	1	1	2	0.8
2	218	0	1	1	2	0.833333333333333
2	219	0	1	1	2	0.375
2	220	0	1	1	2	0.538461538461538
2	221	0	1	1	2	NaN
2	223	0	1	1	2	0.333333333333333
2	224	0	1	1	2	0.777777777777778
2	225	0	1	1	2	0.714285714285714
2	226	0	1	1	2	0.714285714285714
2	227	0	1	1	2	0.666666666666667
2	228	0	1	1	2	0.714285714285714
2	229	0	1	1	2	0.8
2	230	0	1	1	2	0.857142857142857
2	231	0	1	1	2	0.5
2	232	0	1	1	2	0.545454545454545
2	201	0	1	1	1	0
2	202	0	1	1	1	0
2	204	0	1	1	1	0.5
2	205	0	1	1	1	0.3
2	206	0	1	1	1	0.166666666666667
2	207	0	1	1	1	0.166666666666667
2	209	0	1	1	1	0.4
2	210	0	1	1	1	0.444444444444444
2	211	0	1	1	1	0.333333333333333
2	212	0	1	1	1	0
2	213	0	1	1	1	0.2
2	214	0	1	1	1	0.333333333333333
2	215	0	1	1	1	0.142857142857143
2	217	0	1	1	1	0.2
2	218	0	1	1	1	0
2	219	0	1	1	1	0.625
2	220	0	1	1	1	0.230769230769231
2	221	0	1	1	1	NaN
2	223	0	1	1	1	0.666666666666667
2	224	0	1	1	1	0.111111111111111
2	225	0	1	1	1	0.285714285714286
2	226	0	1	1	1	0.142857142857143
2	227	0	1	1	1	0.25
2	228	0	1	1	1	0
2	229	0	1	1	1	0
2	230	0	1	1	1	0.142857142857143
2	231	0	1	1	1	0.25
2	232	0	1	1	1	0.363636363636364
2	201	0	1	1	0	0
2	202	0	1	1	0	0.666666666666667
2	204	0	1	1	0	0.375
2	205	0	1	1	0	0.1
2	206	0	1	1	0	0.166666666666667
2	207	0	1	1	0	0
2	209	0	1	1	0	0.2
2	210	0	1	1	0	0
2	211	0	1	1	0	0
2	212	0	1	1	0	0.2
2	213	0	1	1	0	0.3
2	214	0	1	1	0	0
2	215	0	1	1	0	0.142857142857143
2	217	0	1	1	0	0
2	218	0	1	1	0	0.166666666666667
2	219	0	1	1	0	0
2	220	0	1	1	0	0.230769230769231
2	221	0	1	1	0	NaN
2	223	0	1	1	0	0
2	224	0	1	1	0	0.111111111111111
2	225	0	1	1	0	0
2	226	0	1	1	0	0.142857142857143
2	227	0	1	1	0	0.0833333333333333
2	228	0	1	1	0	0.285714285714286
2	229	0	1	1	0	0.2
2	230	0	1	1	0	0
2	231	0	1	1	0	0.25
2	232	0	1	1	0	0.0909090909090909
2	201	0	1	0	2	1
2	202	0	1	0	2	0.5
2	204	0	1	0	2	0.4
2	205	0	1	0	2	0.5
2	206	0	1	0	2	0.8
2	207	0	1	0	2	0.875
2	209	0	1	0	2	0.666666666666667
2	210	0	1	0	2	0.444444444444444
2	211	0	1	0	2	0.7
2	212	0	1	0	2	0.833333333333333
2	213	0	1	0	2	0.615384615384615
2	214	0	1	0	2	0.8
2	215	0	1	0	2	0.888888888888889
2	217	0	1	0	2	0.555555555555556
2	218	0	1	0	2	0.666666666666667
2	219	0	1	0	2	0.571428571428571
2	220	0	1	0	2	0.777777777777778
2	221	0	1	0	2	NaN
2	223	0	1	0	2	0.5
2	224	0	1	0	2	0.857142857142857
2	225	0	1	0	2	1
2	226	0	1	0	2	0.666666666666667
2	227	0	1	0	2	0.428571428571429
2	228	0	1	0	2	0.8
2	229	0	1	0	2	0.8
2	230	0	1	0	2	1
2	231	0	1	0	2	0.444444444444444
2	232	0	1	0	2	0.6
2	201	0	1	0	1	0
2	202	0	1	0	1	0
2	204	0	1	0	1	0.4
2	205	0	1	0	1	0.25
2	206	0	1	0	1	0.2
2	207	0	1	0	1	0
2	209	0	1	0	1	0.111111111111111
2	210	0	1	0	1	0.555555555555556
2	211	0	1	0	1	0.1
2	212	0	1	0	1	0.166666666666667
2	213	0	1	0	1	0.307692307692308
2	214	0	1	0	1	0.2
2	215	0	1	0	1	0.111111111111111
2	217	0	1	0	1	0.444444444444444
2	218	0	1	0	1	0.333333333333333
2	219	0	1	0	1	0.285714285714286
2	220	0	1	0	1	0.111111111111111
2	221	0	1	0	1	NaN
2	223	0	1	0	1	0.25
2	224	0	1	0	1	0.142857142857143
2	225	0	1	0	1	0
2	226	0	1	0	1	0.166666666666667
2	227	0	1	0	1	0.428571428571429
2	228	0	1	0	1	0
2	229	0	1	0	1	0.1
2	230	0	1	0	1	0
2	231	0	1	0	1	0.222222222222222
2	232	0	1	0	1	0.1
2	201	0	1	0	0	0
2	202	0	1	0	0	0.5
2	204	0	1	0	0	0.2
2	205	0	1	0	0	0.25
2	206	0	1	0	0	0
2	207	0	1	0	0	0.125
2	209	0	1	0	0	0.222222222222222
2	210	0	1	0	0	0
2	211	0	1	0	0	0.2
2	212	0	1	0	0	0
2	213	0	1	0	0	0.0769230769230769
2	214	0	1	0	0	0
2	215	0	1	0	0	0
2	217	0	1	0	0	0
2	218	0	1	0	0	0
2	219	0	1	0	0	0.142857142857143
2	220	0	1	0	0	0.111111111111111
2	221	0	1	0	0	NaN
2	223	0	1	0	0	0.25
2	224	0	1	0	0	0
2	225	0	1	0	0	0
2	226	0	1	0	0	0.166666666666667
2	227	0	1	0	0	0.142857142857143
2	228	0	1	0	0	0.2
2	229	0	1	0	0	0.1
2	230	0	1	0	0	0
2	231	0	1	0	0	0.333333333333333
2	232	0	1	0	0	0.3
2	201	0	0	1	2	0
2	202	0	0	1	2	0.142857142857143
2	204	0	0	1	2	0.25
2	205	0	0	1	2	0.363636363636364
2	206	0	0	1	2	0
2	207	0	0	1	2	0
2	209	0	0	1	2	0.1
2	210	0	0	1	2	0
2	211	0	0	1	2	0.222222222222222
2	212	0	0	1	2	0
2	213	0	0	1	2	0.272727272727273
2	214	0	0	1	2	0.25
2	215	0	0	1	2	0.444444444444444
2	217	0	0	1	2	0
2	218	0	0	1	2	0.166666666666667
2	219	0	0	1	2	0
2	220	0	0	1	2	0.230769230769231
2	221	0	0	1	2	NaN
2	223	0	0	1	2	0
2	224	0	0	1	2	0
2	225	0	0	1	2	0
2	226	0	0	1	2	0
2	227	0	0	1	2	0.0909090909090909
2	228	0	0	1	2	0.25
2	229	0	0	1	2	0.333333333333333
2	230	0	0	1	2	0.2
2	231	0	0	1	2	0.636363636363636
2	232	0	0	1	2	0
2	201	0	0	1	1	1
2	202	0	0	1	1	0.142857142857143
2	204	0	0	1	1	0.333333333333333
2	205	0	0	1	1	0.272727272727273
2	206	0	0	1	1	1
2	207	0	0	1	1	1
2	209	0	0	1	1	0.9
2	210	0	0	1	1	0.727272727272727
2	211	0	0	1	1	0.333333333333333
2	212	0	0	1	1	1
2	213	0	0	1	1	0.363636363636364
2	214	0	0	1	1	0.75
2	215	0	0	1	1	0.555555555555556
2	217	0	0	1	1	1
2	218	0	0	1	1	0.666666666666667
2	219	0	0	1	1	1
2	220	0	0	1	1	0.307692307692308
2	221	0	0	1	1	NaN
2	223	0	0	1	1	1
2	224	0	0	1	1	0.5
2	225	0	0	1	1	0.818181818181818
2	226	0	0	1	1	0.8
2	227	0	0	1	1	0.363636363636364
2	228	0	0	1	1	0.75
2	229	0	0	1	1	0.333333333333333
2	230	0	0	1	1	0.8
2	231	0	0	1	1	0.181818181818182
2	232	0	0	1	1	0.625
2	201	0	0	1	0	0
2	202	0	0	1	0	0.714285714285714
2	204	0	0	1	0	0.416666666666667
2	205	0	0	1	0	0.363636363636364
2	206	0	0	1	0	0
2	207	0	0	1	0	0
2	209	0	0	1	0	0
2	210	0	0	1	0	0.272727272727273
2	211	0	0	1	0	0.444444444444444
2	212	0	0	1	0	0
2	213	0	0	1	0	0.363636363636364
2	214	0	0	1	0	0
2	215	0	0	1	0	0
2	217	0	0	1	0	0
2	218	0	0	1	0	0.166666666666667
2	219	0	0	1	0	0
2	220	0	0	1	0	0.461538461538462
2	221	0	0	1	0	NaN
2	223	0	0	1	0	0
2	224	0	0	1	0	0.5
2	225	0	0	1	0	0.181818181818182
2	226	0	0	1	0	0.2
2	227	0	0	1	0	0.545454545454545
2	228	0	0	1	0	0
2	229	0	0	1	0	0.333333333333333
2	230	0	0	1	0	0
2	231	0	0	1	0	0.181818181818182
2	232	0	0	1	0	0.375
2	201	0	0	0	2	1
2	202	0	0	0	2	0
2	204	0	0	0	2	0.0833333333333333
2	205	0	0	0	2	0.0909090909090909
2	206	0	0	0	2	0
2	207	0	0	0	2	0.285714285714286
2	209	0	0	0	2	0.2
2	210	0	0	0	2	0
2	211	0	0	0	2	0.444444444444444
2	212	0	0	0	2	0.166666666666667
2	213	0	0	0	2	0.181818181818182
2	214	0	0	0	2	0.25
2	215	0	0	0	2	0.125
2	217	0	0	0	2	0.166666666666667
2	218	0	0	0	2	0.142857142857143
2	219	0	0	0	2	0.4
2	220	0	0	0	2	0.5
2	221	0	0	0	2	NaN
2	223	0	0	0	2	0.333333333333333
2	224	0	0	0	2	0.25
2	225	0	0	0	2	0.333333333333333
2	226	0	0	0	2	0.375
2	227	0	0	0	2	0.0909090909090909
2	228	0	0	0	2	0.5
2	229	0	0	0	2	0
2	230	0	0	0	2	0.125
2	231	0	0	0	2	0.454545454545455
2	232	0	0	0	2	0.111111111111111
2	201	0	0	0	1	0
2	202	0	0	0	1	0.333333333333333
2	204	0	0	0	1	0.416666666666667
2	205	0	0	0	1	0.636363636363636
2	206	0	0	0	1	1
2	207	0	0	0	1	0.428571428571429
2	209	0	0	0	1	0.4
2	210	0	0	0	1	0.888888888888889
2	211	0	0	0	1	0.222222222222222
2	212	0	0	0	1	0.666666666666667
2	213	0	0	0	1	0.454545454545455
2	214	0	0	0	1	0.375
2	215	0	0	0	1	0.75
2	217	0	0	0	1	0.666666666666667
2	218	0	0	0	1	0.714285714285714
2	219	0	0	0	1	0.6
2	220	0	0	0	1	0.3
2	221	0	0	0	1	NaN
2	223	0	0	0	1	0.666666666666667
2	224	0	0	0	1	0.5
2	225	0	0	0	1	0.444444444444444
2	226	0	0	0	1	0.5
2	227	0	0	0	1	0.363636363636364
2	228	0	0	0	1	0
2	229	0	0	0	1	0.5
2	230	0	0	0	1	0.875
2	231	0	0	0	1	0.272727272727273
2	232	0	0	0	1	0.666666666666667
2	201	0	0	0	0	0
2	202	0	0	0	0	0.666666666666667
2	204	0	0	0	0	0.5
2	205	0	0	0	0	0.272727272727273
2	206	0	0	0	0	0
2	207	0	0	0	0	0.285714285714286
2	209	0	0	0	0	0.4
2	210	0	0	0	0	0.111111111111111
2	211	0	0	0	0	0.333333333333333
2	212	0	0	0	0	0.166666666666667
2	213	0	0	0	0	0.363636363636364
2	214	0	0	0	0	0.375
2	215	0	0	0	0	0.125
2	217	0	0	0	0	0.166666666666667
2	218	0	0	0	0	0.142857142857143
2	219	0	0	0	0	0
2	220	0	0	0	0	0.2
2	221	0	0	0	0	NaN
2	223	0	0	0	0	0
2	224	0	0	0	0	0.25
2	225	0	0	0	0	0.222222222222222
2	226	0	0	0	0	0.125
2	227	0	0	0	0	0.545454545454545
2	228	0	0	0	0	0.5
2	229	0	0	0	0	0.5
2	230	0	0	0	0	0
2	231	0	0	0	0	0.272727272727273
2	232	0	0	0	0	0.222222222222222
