Experiment	subject	Bmemory	ret_trial_type	viol	response	rates
1	17	1	0	0	2	0.0625
1	19	1	0	0	2	0.384615384615385
1	20	1	0	0	2	0.125
1	22	1	0	0	2	0.133333333333333
1	24	1	0	0	2	0.0666666666666667
1	25	1	0	0	2	0.5
1	26	1	0	0	2	0.285714285714286
1	31	1	0	0	2	0.272727272727273
1	32	1	0	0	2	0.166666666666667
1	33	1	0	0	2	0
1	34	1	0	0	2	0.466666666666667
1	35	1	0	0	2	0.428571428571429
1	36	1	0	0	2	0.277777777777778
1	37	1	0	0	2	0.363636363636364
1	38	1	0	0	2	0.181818181818182
1	39	1	0	0	2	0.583333333333333
1	2	1	0	0	1	0
1	3	1	0	0	1	0.636363636363636
1	6	1	0	0	1	0.571428571428571
1	8	1	0	0	1	0.2
1	9	1	0	0	1	0.375
1	10	1	0	0	1	0.555555555555556
1	11	1	0	0	1	0.8
1	12	1	0	0	1	0.6
1	13	1	0	0	1	0.5
1	14	1	0	0	1	0.5
1	15	1	0	0	1	0.75
1	16	1	0	0	1	0.727272727272727
1	17	1	0	0	1	0.9375
1	19	1	0	0	1	0.461538461538462
1	20	1	0	0	1	0.375
1	22	1	0	0	1	0.8
1	24	1	0	0	1	0.866666666666667
1	25	1	0	0	1	0.375
1	26	1	0	0	1	0.642857142857143
1	31	1	0	0	1	0.454545454545455
1	32	1	0	0	1	0.333333333333333
1	33	1	0	0	1	0.6
1	34	1	0	0	1	0.133333333333333
1	35	1	0	0	1	0.428571428571429
1	36	1	0	0	1	0.555555555555556
1	37	1	0	0	1	0.454545454545455
1	38	1	0	0	1	0.545454545454545
1	39	1	0	0	1	0.166666666666667
1	2	1	0	0	0	1
1	3	1	0	0	0	0.272727272727273
1	6	1	0	0	0	0.142857142857143
1	8	1	0	0	0	0.4
1	9	1	0	0	0	0.5
1	10	1	0	0	0	0.333333333333333
1	11	1	0	0	0	0
1	12	1	0	0	0	0.2
1	13	1	0	0	0	0.25
1	14	1	0	0	0	0.5
1	15	1	0	0	0	0.166666666666667
1	16	1	0	0	0	0.181818181818182
1	17	1	0	0	0	0
1	19	1	0	0	0	0.153846153846154
1	20	1	0	0	0	0.5
1	22	1	0	0	0	0.0666666666666667
1	24	1	0	0	0	0.0666666666666667
1	25	1	0	0	0	0.125
1	26	1	0	0	0	0.0714285714285714
1	31	1	0	0	0	0.272727272727273
1	32	1	0	0	0	0.5
1	33	1	0	0	0	0.4
1	34	1	0	0	0	0.4
1	35	1	0	0	0	0.142857142857143
1	36	1	0	0	0	0.166666666666667
1	37	1	0	0	0	0.181818181818182
1	38	1	0	0	0	0.272727272727273
1	39	1	0	0	0	0.25
1	2	0	1	1	2	0.454545454545455
1	3	0	1	1	2	0.555555555555556
1	6	0	1	1	2	1
1	8	0	1	1	2	0.6
1	9	0	1	1	2	0.5
1	10	0	1	1	2	0.5
1	11	0	1	1	2	0.444444444444444
1	12	0	1	1	2	0.538461538461538
1	13	0	1	1	2	0.625
1	14	0	1	1	2	0.125
1	15	0	1	1	2	0.428571428571429
1	16	0	1	1	2	0.75
1	17	0	1	1	2	0.75
1	19	0	1	1	2	1
1	20	0	1	1	2	0.8
1	22	0	1	1	2	0.6
1	24	0	1	1	2	0.75
1	25	0	1	1	2	0.727272727272727
1	26	0	1	1	2	0.6
1	31	0	1	1	2	0.5
1	32	0	1	1	2	0.461538461538462
1	33	0	1	1	2	0.166666666666667
1	34	0	1	1	2	0.75
1	35	0	1	1	2	0.444444444444444
1	36	0	1	1	2	1
1	37	0	1	1	2	0.6
1	38	0	1	1	2	0.666666666666667
1	39	0	1	1	2	0.5
1	2	0	1	1	1	0.0909090909090909
1	3	0	1	1	1	0.111111111111111
1	6	0	1	1	1	0
1	8	0	1	1	1	0.2
1	9	0	1	1	1	0.2
1	10	0	1	1	1	0.4
1	11	0	1	1	1	0.333333333333333
1	12	0	1	1	1	0.230769230769231
1	13	0	1	1	1	0.25
1	14	0	1	1	1	0.625
1	15	0	1	1	1	0.142857142857143
1	16	0	1	1	1	0.25
1	17	0	1	1	1	0.25
1	19	0	1	1	1	0
1	20	0	1	1	1	0.1
1	22	0	1	1	1	0.2
1	24	0	1	1	1	0.25
1	25	0	1	1	1	0.181818181818182
1	26	0	1	1	1	0.2
1	31	0	1	1	1	0.2
1	32	0	1	1	1	0.153846153846154
1	33	0	1	1	1	0.166666666666667
1	34	0	1	1	1	0
1	35	0	1	1	1	0.333333333333333
1	36	0	1	1	1	0
1	37	0	1	1	1	0
1	38	0	1	1	1	0
1	39	0	1	1	1	0.25
1	2	0	1	1	0	0.454545454545455
1	3	0	1	1	0	0.333333333333333
1	6	0	1	1	0	0
1	8	0	1	1	0	0.2
1	9	0	1	1	0	0.3
1	10	0	1	1	0	0.1
1	11	0	1	1	0	0.222222222222222
1	12	0	1	1	0	0.230769230769231
1	13	0	1	1	0	0.125
1	14	0	1	1	0	0.25
1	15	0	1	1	0	0.428571428571429
1	16	0	1	1	0	0
1	17	0	1	1	0	0
1	19	0	1	1	0	0
1	20	0	1	1	0	0.1
1	22	0	1	1	0	0.2
1	24	0	1	1	0	0
1	25	0	1	1	0	0.0909090909090909
1	26	0	1	1	0	0.2
1	31	0	1	1	0	0.3
1	32	0	1	1	0	0.384615384615385
1	33	0	1	1	0	0.666666666666667
1	34	0	1	1	0	0.25
1	35	0	1	1	0	0.222222222222222
1	36	0	1	1	0	0
1	37	0	1	1	0	0.4
1	38	0	1	1	0	0.333333333333333
1	39	0	1	1	0	0.25
1	2	0	1	0	2	0.5
1	3	0	1	0	2	0.75
1	6	0	1	0	2	0.5
1	8	0	1	0	2	0.25
1	9	0	1	0	2	0.375
1	10	0	1	0	2	0.2
1	11	0	1	0	2	0.9
1	12	0	1	0	2	0.538461538461538
1	13	0	1	0	2	0.909090909090909
1	14	0	1	0	2	0.111111111111111
1	15	0	1	0	2	0.2
1	16	0	1	0	2	0.777777777777778
1	17	0	1	0	2	1
1	19	0	1	0	2	0.777777777777778
1	20	0	1	0	2	0.625
1	22	0	1	0	2	0.857142857142857
1	24	0	1	0	2	0
1	25	0	1	0	2	0.818181818181818
1	26	0	1	0	2	0.666666666666667
1	31	0	1	0	2	0.5
1	32	0	1	0	2	0.222222222222222
1	33	0	1	0	2	0.333333333333333
1	34	0	1	0	2	1
1	35	0	1	0	2	0.444444444444444
1	36	0	1	0	2	NaN
1	37	0	1	0	2	0.875
1	38	0	1	0	2	0.666666666666667
1	39	0	1	0	2	0.4
1	2	0	1	0	1	0.25
1	3	0	1	0	1	0
1	6	0	1	0	1	0.5
1	8	0	1	0	1	0.5
1	9	0	1	0	1	0.25
1	10	0	1	0	1	0.4
1	11	0	1	0	1	0.1
1	12	0	1	0	1	0.230769230769231
1	13	0	1	0	1	0
1	14	0	1	0	1	0.444444444444444
1	15	0	1	0	1	0.4
1	16	0	1	0	1	0.222222222222222
1	17	0	1	0	1	0
1	19	0	1	0	1	0.111111111111111
1	20	0	1	0	1	0.25
1	22	0	1	0	1	0
1	24	0	1	0	1	0.333333333333333
1	25	0	1	0	1	0.0909090909090909
1	26	0	1	0	1	0.333333333333333
1	31	0	1	0	1	0.166666666666667
1	32	0	1	0	1	0.444444444444444
1	33	0	1	0	1	0.166666666666667
1	34	0	1	0	1	0
1	35	0	1	0	1	0.555555555555556
1	36	0	1	0	1	NaN
1	37	0	1	0	1	0
1	38	0	1	0	1	0
1	39	0	1	0	1	0.2
1	2	0	1	0	0	0.25
1	3	0	1	0	0	0.25
1	6	0	1	0	0	0
1	8	0	1	0	0	0.25
1	9	0	1	0	0	0.375
1	10	0	1	0	0	0.4
1	11	0	1	0	0	0
1	12	0	1	0	0	0.230769230769231
1	13	0	1	0	0	0.0909090909090909
1	14	0	1	0	0	0.444444444444444
1	15	0	1	0	0	0.4
1	16	0	1	0	0	0
1	17	0	1	0	0	0
1	19	0	1	0	0	0.111111111111111
1	20	0	1	0	0	0.125
1	22	0	1	0	0	0.142857142857143
1	24	0	1	0	0	0.666666666666667
1	25	0	1	0	0	0.0909090909090909
1	26	0	1	0	0	0
1	31	0	1	0	0	0.333333333333333
1	32	0	1	0	0	0.333333333333333
1	33	0	1	0	0	0.5
1	34	0	1	0	0	0
1	35	0	1	0	0	0
1	36	0	1	0	0	NaN
1	37	0	1	0	0	0.125
1	38	0	1	0	0	0.333333333333333
1	39	0	1	0	0	0.4
1	2	0	0	1	2	0.3
1	3	0	0	1	2	0.1
1	6	0	0	1	2	0
1	8	0	0	1	2	0
1	9	0	0	1	2	0.166666666666667
1	10	0	0	1	2	0.111111111111111
1	11	0	0	1	2	0.333333333333333
1	12	0	0	1	2	0
1	13	0	0	1	2	0.7
1	14	0	0	1	2	0.285714285714286
1	15	0	0	1	2	0
1	16	0	0	1	2	0
1	17	0	0	1	2	0.333333333333333
1	19	0	0	1	2	0.222222222222222
1	20	0	0	1	2	0.333333333333333
1	22	0	0	1	2	0
1	24	0	0	1	2	0
1	25	0	0	1	2	0.142857142857143
1	26	0	0	1	2	0.714285714285714
1	31	0	0	1	2	0.285714285714286
1	32	0	0	1	2	0.444444444444444
1	33	0	0	1	2	0
1	34	0	0	1	2	0.75
1	35	0	0	1	2	0.1
1	36	0	0	1	2	NaN
1	37	0	0	1	2	0.4
1	38	0	0	1	2	0.2
1	39	0	0	1	2	0.222222222222222
1	2	0	0	1	1	0.1
1	3	0	0	1	1	0.4
1	6	0	0	1	1	0.666666666666667
1	8	0	0	1	1	1
1	9	0	0	1	1	0.5
1	10	0	0	1	1	0.666666666666667
1	11	0	0	1	1	0.666666666666667
1	12	0	0	1	1	0.5
1	13	0	0	1	1	0.3
1	14	0	0	1	1	0.428571428571429
1	15	0	0	1	1	0.222222222222222
1	16	0	0	1	1	1
1	17	0	0	1	1	0.666666666666667
1	19	0	0	1	1	0.777777777777778
1	20	0	0	1	1	0.444444444444444
1	22	0	0	1	1	0.714285714285714
1	24	0	0	1	1	1
1	25	0	0	1	1	0.642857142857143
1	26	0	0	1	1	0.285714285714286
1	31	0	0	1	1	0
1	32	0	0	1	1	0.222222222222222
1	33	0	0	1	1	0.5
1	34	0	0	1	1	0
1	35	0	0	1	1	0.7
1	36	0	0	1	1	NaN
1	37	0	0	1	1	0.6
1	38	0	0	1	1	0.4
1	39	0	0	1	1	0.444444444444444
1	2	0	0	1	0	0.6
1	3	0	0	1	0	0.5
1	6	0	0	1	0	0.333333333333333
1	8	0	0	1	0	0
1	9	0	0	1	0	0.333333333333333
1	10	0	0	1	0	0.222222222222222
1	11	0	0	1	0	0
1	12	0	0	1	0	0.5
1	13	0	0	1	0	0
1	14	0	0	1	0	0.285714285714286
1	15	0	0	1	0	0.777777777777778
1	16	0	0	1	0	0
1	17	0	0	1	0	0
1	19	0	0	1	0	0
1	20	0	0	1	0	0.222222222222222
1	22	0	0	1	0	0.285714285714286
1	24	0	0	1	0	0
1	25	0	0	1	0	0.214285714285714
1	26	0	0	1	0	0
1	31	0	0	1	0	0.714285714285714
1	32	0	0	1	0	0.333333333333333
1	33	0	0	1	0	0.5
1	34	0	0	1	0	0.25
1	35	0	0	1	0	0.2
1	36	0	0	1	0	NaN
1	37	0	0	1	0	0
1	38	0	0	1	0	0.2
1	39	0	0	1	0	0.333333333333333
1	2	0	0	0	2	0.166666666666667
1	3	0	0	0	2	0.285714285714286
1	6	0	0	0	2	0.5
1	8	0	0	0	2	0.142857142857143
1	9	0	0	0	2	0.1
1	10	0	0	0	2	0
1	11	0	0	0	2	0
1	12	0	0	0	2	0.125
1	13	0	0	0	2	0.2
1	14	0	0	0	2	0
1	15	0	0	0	2	0.833333333333333
1	16	0	0	0	2	0.142857142857143
1	17	0	0	0	2	0
1	19	0	0	0	2	0.8
1	20	0	0	0	2	0.2
1	22	0	0	0	2	0.666666666666667
1	24	0	0	0	2	0
1	25	0	0	0	2	0.4
1	26	0	0	0	2	0.75
1	31	0	0	0	2	0.285714285714286
1	32	0	0	0	2	0.333333333333333
1	33	0	0	0	2	0
1	34	0	0	0	2	0
1	35	0	0	0	2	0.181818181818182
1	36	0	0	0	2	NaN
1	37	0	0	0	2	0.714285714285714
1	38	0	0	0	2	0.428571428571429
1	39	0	0	0	2	0.5
1	2	0	0	0	1	0.416666666666667
1	3	0	0	0	1	0.428571428571429
1	6	0	0	0	1	0.5
1	8	0	0	0	1	0.857142857142857
1	9	0	0	0	1	0.5
1	10	0	0	0	1	0.333333333333333
1	11	0	0	0	1	0.846153846153846
1	12	0	0	0	1	0.625
1	13	0	0	0	1	0.6
1	14	0	0	0	1	0.5
1	15	0	0	0	1	0.166666666666667
1	16	0	0	0	1	0.714285714285714
1	17	0	0	0	1	1
1	19	0	0	0	1	0.2
1	20	0	0	0	1	0.6
1	22	0	0	0	1	0.333333333333333
1	24	0	0	0	1	0.666666666666667
1	25	0	0	0	1	0.3
1	26	0	0	0	1	0.25
1	31	0	0	0	1	0.285714285714286
1	32	0	0	0	1	0.583333333333333
1	33	0	0	0	1	0.5
1	34	0	0	0	1	0.333333333333333
1	35	0	0	0	1	0.545454545454545
1	36	0	0	0	1	NaN
1	37	0	0	0	1	0
1	38	0	0	0	1	0.428571428571429
1	39	0	0	0	1	0.166666666666667
1	2	0	0	0	0	0.416666666666667
1	3	0	0	0	0	0.285714285714286
1	6	0	0	0	0	0
1	8	0	0	0	0	0
1	9	0	0	0	0	0.4
1	10	0	0	0	0	0.666666666666667
1	11	0	0	0	0	0.153846153846154
1	12	0	0	0	0	0.25
1	13	0	0	0	0	0.2
1	14	0	0	0	0	0.5
1	15	0	0	0	0	0
1	16	0	0	0	0	0.142857142857143
1	17	0	0	0	0	0
1	19	0	0	0	0	0
1	20	0	0	0	0	0.2
1	22	0	0	0	0	0
1	24	0	0	0	0	0.333333333333333
1	25	0	0	0	0	0.3
1	26	0	0	0	0	0
1	31	0	0	0	0	0.428571428571429
1	32	0	0	0	0	0.0833333333333333
1	33	0	0	0	0	0.5
1	34	0	0	0	0	0.666666666666667
1	35	0	0	0	0	0.272727272727273
1	36	0	0	0	0	NaN
1	37	0	0	0	0	0.285714285714286
1	38	0	0	0	0	0.142857142857143
1	39	0	0	0	0	0.333333333333333
2	201	1	1	1	2	0.8
2	202	1	1	1	2	0.4
2	204	1	1	1	2	0.3
2	205	1	1	1	2	0.75
2	206	1	1	1	2	1
2	207	1	1	1	2	0.916666666666667
2	209	1	1	1	2	0.625
2	210	1	1	1	2	0.5
2	211	1	1	1	2	0.5
2	212	1	1	1	2	0.692307692307692
2	213	1	1	1	2	0.625
2	214	1	1	1	2	0.6
2	215	1	1	1	2	0.818181818181818
2	217	1	1	1	2	0.846153846153846
2	218	1	1	1	2	0.916666666666667
2	219	1	1	1	2	0.5
2	220	1	1	1	2	0.8
2	221	1	1	1	2	0.833333333333333
2	223	1	1	1	2	0.6
2	224	1	1	1	2	1
2	225	1	1	1	2	0.727272727272727
2	226	1	1	1	2	0.454545454545455
2	227	1	1	1	2	0.5
2	228	1	1	1	2	0.818181818181818
2	229	1	1	1	2	0.769230769230769
2	230	1	1	1	2	0.909090909090909
2	231	1	1	1	2	0.571428571428571
2	232	1	1	1	2	0.857142857142857
2	201	1	1	1	1	0.133333333333333
2	202	1	1	1	1	0
2	204	1	1	1	1	0.3
2	205	1	1	1	1	0.25
2	206	1	1	1	1	0
2	207	1	1	1	1	0.0833333333333333
2	209	1	1	1	1	0.125
2	210	1	1	1	1	0.375
2	211	1	1	1	1	0.333333333333333
2	212	1	1	1	1	0.230769230769231
2	213	1	1	1	1	0.25
2	214	1	1	1	1	0.133333333333333
2	215	1	1	1	1	0.181818181818182
2	217	1	1	1	1	0.153846153846154
2	218	1	1	1	1	0.0833333333333333
2	219	1	1	1	1	0.4
2	220	1	1	1	1	0.2
2	221	1	1	1	1	0.111111111111111
2	223	1	1	1	1	0.333333333333333
2	224	1	1	1	1	0
2	225	1	1	1	1	0.0909090909090909
2	226	1	1	1	1	0.272727272727273
2	227	1	1	1	1	0.166666666666667
2	228	1	1	1	1	0.0909090909090909
2	229	1	1	1	1	0.0769230769230769
2	230	1	1	1	1	0.0909090909090909
2	231	1	1	1	1	0.142857142857143
2	232	1	1	1	1	0.142857142857143
2	201	1	1	1	0	0.0666666666666667
2	202	1	1	1	0	0.6
2	204	1	1	1	0	0.4
2	205	1	1	1	0	0
2	206	1	1	1	0	0
2	207	1	1	1	0	0
2	209	1	1	1	0	0.25
2	210	1	1	1	0	0.125
2	211	1	1	1	0	0.166666666666667
2	212	1	1	1	0	0.0769230769230769
2	213	1	1	1	0	0.125
2	214	1	1	1	0	0.266666666666667
2	215	1	1	1	0	0
2	217	1	1	1	0	0
2	218	1	1	1	0	0
2	219	1	1	1	0	0.1
2	220	1	1	1	0	0
2	221	1	1	1	0	0.0555555555555556
2	223	1	1	1	0	0.0666666666666667
2	224	1	1	1	0	0
2	225	1	1	1	0	0.181818181818182
2	226	1	1	1	0	0.272727272727273
2	227	1	1	1	0	0.333333333333333
2	228	1	1	1	0	0.0909090909090909
2	229	1	1	1	0	0.153846153846154
2	230	1	1	1	0	0
2	231	1	1	1	0	0.285714285714286
2	232	1	1	1	0	0
2	201	1	1	0	2	0.8125
2	202	1	1	0	2	0.428571428571429
2	204	1	1	0	2	0
2	205	1	1	0	2	0.833333333333333
2	206	1	1	0	2	0.615384615384615
2	207	1	1	0	2	0.6
2	209	1	1	0	2	0.375
2	210	1	1	0	2	0.555555555555556
2	211	1	1	0	2	0.625
2	212	1	1	0	2	0.916666666666667
2	213	1	1	0	2	0.6
2	214	1	1	0	2	0.615384615384615
2	215	1	1	0	2	0.888888888888889
2	217	1	1	0	2	0.555555555555556
2	218	1	1	0	2	0.666666666666667
2	219	1	1	0	2	0.454545454545455
2	220	1	1	0	2	0.444444444444444
2	221	1	1	0	2	0.777777777777778
2	223	1	1	0	2	0.5
2	224	1	1	0	2	0.818181818181818
2	225	1	1	0	2	0.692307692307692
2	226	1	1	0	2	0.25
2	227	1	1	0	2	0.363636363636364
2	228	1	1	0	2	0.307692307692308
2	229	1	1	0	2	0.875
2	230	1	1	0	2	0.636363636363636
2	231	1	1	0	2	0.625
2	232	1	1	0	2	0.5
2	201	1	1	0	1	0.125
2	202	1	1	0	1	0.142857142857143
