subject	repetition	condition	loc_in_pair	resp_big_small	resp_acc	RTs	Bmemory
4	2	1	2	0	1	919.152251444757	0
4	2	1	1	1	1	1050.2367336303	0
4	2	1	2	0	1	832.717926241457	0
4	2	1	1	0	1	963.807006366551	1
4	2	1	2	1	1	1075.71874093264	1
4	2	1	1	0	1	1446.01967744529	0
4	2	1	2	1	1	854.329735971987	0
4	2	2	1	0	1	1112.71226033568	0
4	2	2	2	0	0	1089.76156357676	0
4	2	1	1	0	1	754.299103282392	1
4	2	1	2	1	1	708.264184184372	1
4	2	2	1	0	1	1317.52175930887	0
4	2	2	2	1	1	486.62702832371	0
4	2	2	1	0	0	935.410283505917	0
4	2	2	2	0	1	1185.25719922036	0
4	2	1	1	0	1	1089.85031861812	0
4	2	1	2	1	1	714.50917609036	0
4	2	1	1	1	1	821.142517030239	1
4	2	1	2	0	1	557.511264458299	1
4	2	2	1	1	1	912.418089807034	0
4	2	2	2	0	1	776.539011858404	0
4	2	2	1	0	0	1585.39652545005	0
4	2	2	2	0	1	1595.8642764017	0
4	2	1	1	0	0	1164.99712318182	0
4	2	1	2	0	1	694.351189769804	0
4	2	2	1	0	1	919.574869796634	0
4	2	2	2	1	1	1376.16143468767	0
4	2	1	1	1	0	1474.11402221769	0
4	2	1	2	1	1	NaN	0
4	2	1	1	1	1	764.077794738114	1
4	2	1	2	0	1	885.693642310798	1
4	2	1	1	0	1	822.665356099606	0
4	2	1	2	1	1	943.888589739799	0
4	2	1	1	0	1	712.347505614161	0
4	2	1	2	1	1	425.575787201524	0
4	2	1	1	1	1	851.371600292623	0
4	2	1	2	0	1	445.241935551167	0
4	2	1	1	0	1	878.188917413354	1
4	2	1	2	1	1	998.886317014694	1
4	2	1	1	1	1	1065.04144240171	1
4	2	1	2	1	0	1129.61979676038	1
4	2	1	1	1	1	1498.73946607113	1
4	2	1	2	0	1	676.020207814872	1
4	2	1	1	0	0	677.957599982619	1
4	2	1	2	0	1	879.305231384933	1
4	2	1	1	0	1	832.256497815251	0
4	2	1	2	0	0	457.28481374681	0
4	2	2	1	0	1	954.57021240145	0
4	2	2	2	0	0	1276.0236877948	0
4	2	2	1	0	0	1077.24108919501	0
4	2	2	2	1	0	606.257122009993	0
4	2	2	1	0	0	720.148598775268	0
4	2	2	2	0	1	633.906977251172	0
4	2	2	1	0	0	913.86403888464	0
4	2	2	2	0	1	923.772364854813	0
4	2	1	1	0	1	501.289910636842	0
4	2	1	2	0	0	910.342568531632	0
4	2	1	1	0	0	855.061581358314	1
4	2	1	2	0	1	887.808384373784	1
4	2	1	1	0	1	840.971246361732	1
4	2	1	2	0	0	1050.84339436144	1
4	2	2	1	0	1	732.44630265981	0
4	2	2	2	0	0	478.097347542644	0
4	2	1	1	0	1	966.913227923214	0
4	2	1	2	0	0	808.008935302496	0
4	2	2	1	1	1	1593.67741178721	1
4	2	2	2	1	0	1401.60784777254	1
4	2	1	1	0	1	1219.67795211822	0
4	2	1	2	0	0	940.791328437626	0
4	2	2	1	0	1	678.632338531315	1
4	2	2	2	1	1	943.538691848516	1
4	2	1	1	1	1	1517.2691270709	1
4	2	1	2	0	1	730.144189670682	1
4	2	2	1	1	1	1300.03462731838	0
4	2	2	2	0	1	1181.45793769509	0
4	2	2	1	0	1	1094.90315616131	0
4	2	2	2	0	0	696.058873087168	0
4	2	2	1	0	1	529.285068623722	1
4	2	2	2	0	0	842.748585157096	1
4	2	1	1	0	0	1746.74993753433	0
4	2	1	2	0	1	652.730236761272	0
4	2	2	1	1	1	598.185556009412	0
4	2	2	2	NaN	0	NaN	0
4	2	2	1	0	0	1264.70840908587	0
4	2	2	2	0	1	576.642130501568	0
4	2	2	1	1	0	1330.69227822125	0
4	2	2	2	0	0	1171.84831388295	0
4	2	1	1	0	1	901.643595658243	0
4	2	1	2	1	1	1087.12267037481	0
4	2	2	1	0	0	1079.75031621754	0
4	2	2	2	0	1	1096.9066079706	0
4	2	1	1	0	1	786.437765695155	0
4	2	1	2	NaN	0	NaN	0
4	2	2	1	0	1	724.185644648969	0
4	2	2	2	0	0	1734.66019518673	0
4	2	1	1	1	1	999.090292491019	0
4	2	1	2	0	1	912.9604017362	0
4	2	2	1	0	0	881.868622265756	0
4	2	2	2	1	0	1539.2237463966	0
4	2	2	1	0	0	660.891032777727	0
4	2	2	2	0	1	934.140769764781	0
4	2	2	1	1	0	1111.6759898141	0
4	2	2	2	1	1	680.379274301231	0
4	2	2	1	1	0	465.86886793375	1
4	2	2	2	1	1	609.849585220218	1
4	2	2	1	0	1	459.437729790807	1
4	2	2	2	1	1	1157.00467117131	1
4	2	1	1	0	0	958.481265231967	1
4	2	1	2	0	1	815.574032254517	1
4	2	2	1	0	0	1192.13089346886	1
4	2	2	2	0	1	659.611478447914	1
4	2	1	1	1	1	1107.07950405777	1
4	2	1	2	0	1	1084.82260257006	1
4	2	2	1	0	1	590.122540481389	1
4	2	2	2	1	1	1007.3317270726	1
4	2	1	1	1	1	712.185186333954	1
4	2	1	2	0	1	713.981470093131	1
4	2	1	1	0	1	1114.96918648481	0
4	2	1	2	1	1	436.947895213962	0
4	2	2	1	0	0	1189.76084049791	1
4	2	2	2	0	1	1054.57088258117	1
4	2	1	1	NaN	0	NaN	0
4	2	1	2	0	0	944.983195513487	0
4	2	2	1	0	0	555.407213978469	1
4	2	2	2	1	0	844.275012612343	1
4	3	1	1	NaN	0	NaN	0
4	3	1	2	0	1	962.054986506701	0
4	3	2	1	1	1	931.799027137458	1
4	3	2	2	0	1	750.022666528821	1
4	3	2	1	1	1	822.314666584134	0
4	3	2	2	0	1	943.036198616028	0
4	3	1	1	1	1	953.285748139024	1
4	3	1	2	0	1	1138.19878175855	1
4	3	1	1	0	1	818.839114159346	1
4	3	1	2	1	1	1189.47179522365	1
4	3	1	1	0	1	588.95355463028	0
4	3	1	2	0	0	855.19259609282	0
4	3	2	1	1	0	1517.22746063024	1
4	3	2	2	0	0	904.863857664168	1
4	3	2	1	1	1	866.482739336789	0
4	3	2	2	0	1	755.398467183113	0
4	3	1	1	0	1	997.702396474779	0
4	3	1	2	1	1	790.454769507051	0
4	3	2	1	0	0	1071.72969263047	0
4	3	2	2	0	1	529.61599547416	0
4	3	2	1	1	0	833.686381578445	0
4	3	2	2	1	1	789.037353359163	0
4	3	1	1	0	1	564.434226602316	0
4	3	1	2	1	1	341.078396886587	0
4	3	1	1	1	1	735.559416934848	0
4	3	1	2	0	1	464.830752462149	0
4	3	1	1	1	0	889.640348032117	0
4	3	1	2	1	1	962.802603840828	0
4	3	1	1	0	1	724.724202416837	0
4	3	1	2	0	0	693.470066413283	0
4	3	1	1	0	0	703.455776907504	0
4	3	1	2	0	1	1032.66204893589	0
4	3	1	1	0	0	665.229673497379	1
4	3	1	2	0	1	627.328747883439	1
4	3	2	1	0	1	907.66765922308	1
4	3	2	2	0	0	788.861185312271	1
4	3	2	1	0	1	982.236369512975	0
4	3	2	2	0	0	966.818433254957	0
4	3	2	1	0	0	424.50740467757	0
4	3	2	2	0	1	457.923675887287	0
4	3	1	1	0	1	619.772502221167	1
4	3	1	2	0	0	380.339244380593	1
4	3	2	1	0	1	1277.91086025536	1
4	3	2	2	0	0	966.531302779913	1
4	3	1	1	0	0	736.475057899952	1
4	3	1	2	0	1	865.822214633226	1
4	3	1	1	1	1	1074.71571397036	0
4	3	1	2	1	0	1357.15567320585	0
4	3	2	1	1	1	845.86932323873	0
4	3	2	2	0	1	622.631733305752	0
4	3	2	1	0	1	729.227901436388	0
4	3	2	2	1	1	1177.52581741661	0
4	3	2	1	0	1	1146.42412215471	0
4	3	2	2	0	0	804.512224160135	0
4	3	2	1	1	1	916.914594359696	0
4	3	2	2	1	0	838.095987215638	0
4	3	1	1	1	1	1295.0657363981	1
4	3	1	2	0	1	817.064412869513	1
4	3	1	1	0	1	531.041103415191	0
4	3	1	2	1	1	291.416649706662	0
4	3	1	1	0	0	716.925792396069	0
4	3	1	2	1	0	325.963811948895	0
4	3	1	1	1	0	471.671937964857	0
4	3	1	2	1	1	665.634801611304	0
4	3	1	1	0	0	522.479753941298	1
4	3	1	2	0	1	299.336802214384	1
4	3	1	1	0	1	588.614004664123	1
4	3	1	2	1	1	894.236100837588	1
4	3	2	1	0	0	863.630726002157	0
4	3	2	2	0	1	617.107632569969	0
4	3	2	1	1	1	978.773210197687	0
4	3	2	2	0	1	835.559227503836	0
4	3	1	1	1	1	1164.9436885491	1
4	3	1	2	0	1	1262.06162106246	1
4	3	2	1	0	1	686.391680501401	0
4	3	2	2	1	1	1071.13819569349	0
4	3	1	1	1	1	1801.15115270019	0
4	3	1	2	0	1	NaN	0
4	3	2	1	0	1	443.982665427029	0
4	3	2	2	1	1	812.526505440474	0
4	3	2	1	0	1	781.381367705762	0
4	3	2	2	0	0	1279.37364205718	0
4	3	1	1	1	1	752.424160018563	1
4	3	1	2	1	0	1121.61123380065	1
4	3	1	1	NaN	0	NaN	1
4	3	1	2	0	1	557.294419966638	1
4	3	2	1	0	1	637.492682784796	0
4	3	2	2	1	1	598.466315306723	0
4	3	1	1	1	0	671.663615852594	0
4	3	1	2	0	0	833.80111400038	0
4	3	2	1	0	0	570.383904501796	0
4	3	2	2	0	1	820.536860264838	0
4	3	2	1	0	0	588.691764511168	0
4	3	2	2	0	1	622.552201151848	0
4	3	1	1	0	1	1016.67169574648	1
4	3	1	2	1	1	1465.04190284759	1
4	3	1	1	1	1	1170.77573947608	1
4	3	1	2	0	1	891.962613910437	1
4	3	1	1	1	0	1085.22831834853	0
4	3	1	2	1	1	750.434168614447	0
4	3	2	1	1	1	1094.4030592218	0
4	3	2	2	1	0	1296.13979998976	0
4	3	2	1	1	0	865.059803240001	1
4	3	2	2	1	1	634.301695972681	1
4	3	2	1	1	0	684.906900860369	1
4	3	2	2	1	1	924.953523091972	1
4	3	1	1	1	0	639.178450219333	0
4	3	1	2	0	0	448.209117166698	0
4	3	1	1	0	1	473.355528898537	0
4	3	1	2	1	1	698.483188636601	0
4	3	1	1	0	1	708.107038401067	0
4	3	1	2	0	0	532.679496333003	0
4	3	1	1	0	1	894.659409299493	0
4	3	1	2	0	0	631.643146276474	0
4	3	2	1	0	1	1176.31685733795	0
4	3	2	2	1	1	1250.13204198331	0
4	3	2	1	1	1	963.992892764509	1
4	3	2	2	0	1	NaN	1
4	3	2	1	1	0	373.596635647118	1
4	3	2	2	1	1	1110.8081554994	1
4	3	1	1	0	0	897.996407002211	0
4	3	1	2	0	1	673.271876759827	0
4	3	2	1	0	1	962.684395723045	0
4	3	2	2	1	1	412.855523638427	0
4	3	2	1	1	1	532.841220498085	0
4	3	2	2	1	0	942.414075136185	0
4	3	2	1	1	0	424.097439274192	1
4	3	2	2	1	1	977.979607880116	1
4	3	2	1	0	0	714.847225695848	0
4	3	2	2	0	1	819.38601564616	0
4	3	2	1	0	0	629.772329702973	0
4	3	2	2	0	1	558.184730820358	0
4	3	2	1	0	0	567.747611552477	1
4	3	2	2	0	1	1121.01584579796	1
4	3	1	1	1	1	347.030403092504	1
4	3	1	2	0	1	452.546704560518	1
4	3	1	1	1	0	732.338231988251	1
4	3	1	2	1	1	493.36547870189	1
4	3	2	1	0	1	592.350209131837	1
4	3	2	2	NaN	0	NaN	1
4	3	2	1	1	1	1074.28662665188	1
4	3	2	2	0	1	690.576022490859	1
4	3	1	1	0	0	1276.63919329643	0
4	3	1	2	0	1	669.554981403053	0
4	4	2	1	NaN	0	NaN	0
4	4	2	2	NaN	0	NaN	0
4	4	1	1	NaN	0	NaN	0
4	4	1	2	1	1	493.3494143188	0
4	4	1	1	0	1	638.231370598078	1
4	4	1	2	1	1	423.900373280048	1
4	4	2	1	0	1	1105.17143364996	0
4	4	2	2	1	1	666.239836253226	0
4	4	2	1	0	1	916.110194288194	0
4	4	2	2	1	1	1525.93865059316	0
4	4	1	1	1	1	582.534465938807	1
4	4	1	2	0	1	855.277651920915	1
4	4	2	1	1	1	1000.91362465173	1
4	4	2	2	1	0	810.189703479409	1
4	4	1	1	1	1	891.832399182022	1
4	4	1	2	1	0	1043.90197061002	1
4	4	1	1	1	1	958.197853527963	0
4	4	1	2	NaN	0	NaN	0
4	4	2	1	1	1	712.431942112744	0
4	4	2	2	1	0	1025.12186486274	0
4	4	2	1	1	1	483.615365810692	0
4	4	2	2	1	0	1115.9454267472	0
4	4	2	1	1	1	525.487462058663	0
4	4	2	2	0	1	469.704380258918	0
4	4	1	1	NaN	0	NaN	1
4	4	1	2	0	1	424.593152478337	1
4	4	1	1	1	0	834.508569911122	0
4	4	1	2	1	1	595.863625407219	0
4	4	1	1	0	1	845.29016725719	0
4	4	1	2	1	1	886.224976740777	0
4	4	2	1	1	1	511.204136535525	0
4	4	2	2	0	1	592.953760176897	0
4	4	1	1	0	1	457.644044421613	1
4	4	1	2	0	0	1403.14592141658	1
4	4	2	1	NaN	0	NaN	0
4	4	2	2	0	1	620.924210175872	0
4	4	2	1	0	0	1350.54172854871	0
4	4	2	2	0	1	992.320165038109	0
4	4	1	1	0	0	721.418928354979	0
4	4	1	2	1	0	802.701423875988	0
4	4	1	1	0	1	1099.61160924286	0
4	4	1	2	1	1	964.641279540956	0
4	4	1	1	0	1	902.357270941138	0
4	4	1	2	0	0	991.258732043207	0
4	4	2	1	0	0	1833.35116505623	1
4	4	2	2	1	0	1547.12776094675	1
4	4	2	1	0	1	940.211669541895	1
4	4	2	2	1	1	1581.44746720791	1
4	4	1	1	0	1	502.196154557168	1
4	4	1	2	1	1	1207.59464148432	1
4	4	2	1	0	1	815.654502250254	1
4	4	2	2	0	0	514.402041211724	1
4	4	1	1	0	1	660.239085555077	0
4	4	1	2	1	1	635.935152880847	0
4	4	2	1	1	0	1454.25346959382	1
4	4	2	2	1	1	1407.03677106649	1
4	4	1	1	1	0	1183.96770209074	0
4	4	1	2	1	1	465.567597188056	0
4	4	1	1	0	0	1219.48614902794	0
4	4	1	2	0	1	1268.05608998984	0
4	4	2	1	0	0	637.148413807154	0
4	4	2	2	0	1	1255.03708701581	0
4	4	1	1	1	0	1391.04292262346	0
4	4	1	2	1	1	832.67726842314	0
4	4	2	1	1	1	745.902868919075	1
4	4	2	2	0	1	538.992331363261	1
4	4	1	1	0	0	1188.50870151073	0
4	4	1	2	0	1	710.624701343477	0
4	4	1	1	0	0	287.468488328159	0
4	4	1	2	0	1	552.842818200588	0
4	4	2	1	0	1	906.574981287122	0
4	4	2	2	NaN	0	NaN	0
4	4	2	1	0	1	612.98861540854	1
4	4	2	2	1	1	604.890475980937	1
4	4	2	1	1	1	902.480933815241	0
4	4	2	2	1	0	1008.47503356636	0
4	4	2	1	0	0	961.661227047443	0
4	4	2	2	0	1	794.219728559256	0
4	4	2	1	0	1	596.787745133042	0
4	4	2	2	1	1	677.479834295809	0
4	4	2	1	1	0	750.956634059548	0
4	4	2	2	1	1	1264.44977708161	0
4	4	1	1	0	1	769.668288528919	1
4	4	1	2	1	1	1187.1520197019	1
4	4	1	1	1	1	996.328226290643	1
4	4	1	2	1	0	908.307619392872	1
4	4	2	1	1	0	862.343936227262	1
4	4	2	2	1	1	615.422917529941	1
4	4	2	1	1	0	744.124263525009	0
4	4	2	2	0	0	1185.35505607724	0
4	4	1	1	1	1	515.671024098992	1
4	4	1	2	1	0	299.862652085721	1
4	4	2	1	1	0	1061.81491166353	1
4	4	2	2	1	1	855.428296141326	1
4	4	2	1	1	1	417.132008820772	1
4	4	2	2	1	0	561.853718943894	1
4	4	1	1	1	1	530.909229069948	1
4	4	1	2	0	1	852.621802128851	1
4	4	1	1	1	0	1196.77089713514	0
4	4	1	2	1	1	590.433029457927	0
4	4	2	1	1	1	543.186508119106	0
4	4	2	2	0	1	584.658776409924	0
4	4	2	1	0	1	601.997219026089	0
4	4	2	2	0	0	755.289169028401	0
4	4	1	1	0	1	605.601551011205	0
4	4	1	2	0	0	637.685596942902	0
4	4	1	1	0	1	366.775553673506	0
4	4	1	2	0	0	640.708007849753	0
4	4	1	1	0	1	474.411909468472	0
4	4	1	2	0	0	1523.79967272282	0
4	4	1	1	0	0	492.699085734785	1
4	4	1	2	NaN	0	NaN	1
4	4	2	1	0	1	1517.26044807583	0
4	4	2	2	1	1	1472.14629873633	0
4	4	2	1	0	1	1049.60588365793	0
4	4	2	2	1	1	1308.00032243133	0
4	4	1	1	1	0	635.203036479652	1
4	4	1	2	1	1	869.58749499172	1
4	4	2	1	1	0	662.405576556921	1
4	4	2	2	1	1	528.054626658559	1
4	4	2	1	0	1	833.016074262559	0
4	4	2	2	0	0	715.064773336053	0
4	4	1	1	1	1	1372.53537960351	0
4	4	1	2	0	1	1708.46104621887	0
4	4	1	1	0	0	957.160663791001	1
4	4	1	2	0	1	750.295736826956	1
4	4	1	1	0	0	855.774963274598	1
4	4	1	2	0	1	1330.28637245297	1
4	4	1	1	0	0	555.845145136118	0
4	4	1	2	0	1	932.763546705246	0
4	4	2	1	0	1	717.873403802514	1
4	4	2	2	0	0	879.660301841795	1
4	4	1	1	0	0	520.202990621328	1
4	4	1	2	0	1	666.026202961802	1
4	4	1	1	0	0	964.188943617046	0
4	4	1	2	0	1	684.694957919419	0
4	4	1	1	0	1	764.070575125515	0
4	4	1	2	1	1	614.762798883021	0
4	4	2	1	1	1	767.06170104444	0
4	4	2	2	1	0	664.61895685643	0
4	4	2	1	0	0	825.880701653659	0
4	4	2	2	0	1	995.165709406137	0
4	4	2	1	1	1	756.626206450164	0
4	4	2	2	0	1	814.028047025204	0
4	5	1	1	NaN	0	NaN	0
4	5	1	2	0	1	774.34640750289	0
4	5	2	1	1	1	767.559938132763	0
4	5	2	2	0	1	1320.34068740904	0
4	5	1	1	0	0	634.034460410476	1
4	5	1	2	0	1	594.92857195437	1
4	5	2	1	1	1	701.46772544831	0
4	5	2	2	0	1	686.680569313467	0
4	5	1	1	0	1	1007.56506901234	0
4	5	1	2	0	0	449.07521083951	0
4	5	1	1	0	1	498.066838830709	0
4	5	1	2	0	0	875.309989787638	0
4	5	2	1	0	0	643.632144667208	1
4	5	2	2	0	1	429.254374466836	1
4	5	1	1	0	1	1159.32288020849	0
4	5	1	2	0	0	775.966805405915	0
4	5	2	1	0	0	833.397676236928	0
4	5	2	2	0	1	876.066438853741	0
4	5	1	1	0	0	763.30395322293	0
4	5	1	2	NaN	0	NaN	0
4	5	1	1	0	1	958.619520068169	0
4	5	1	2	1	1	640.274896286428	0
4	5	2	1	0	1	968.691429123282	1
4	5	2	2	0	0	586.699035950005	1
4	5	1	1	0	0	1195.86953986436	1
4	5	1	2	0	1	597.559170797467	1
4	5	2	1	0	0	1158.11638720334	0
4	5	2	2	0	1	NaN	0
4	5	2	1	0	0	1600.53077805787	0
4	5	2	2	0	1	NaN	0
4	5	2	1	NaN	0	NaN	1
4	5	2	2	0	0	1404.56039365381	1
4	5	1	1	0	0	693.721188232303	1
4	5	1	2	1	0	744.116107001901	1
4	5	2	1	NaN	0	NaN	1
4	5	2	2	0	1	736.665322445333	1
4	5	1	1	0	1	714.012579061091	1
4	5	1	2	1	1	603.438043035567	1
4	5	1	1	0	1	597.480633296072	1
4	5	1	2	1	1	981.884893029928	1
4	5	1	1	1	0	1583.29203352332	0
4	5	1	2	1	1	824.327707290649	0
4	5	2	1	0	0	1130.72995841503	0
4	5	2	2	0	1	747.800347395241	0
4	5	2	1	0	1	1468.87094713748	1
4	5	2	2	1	1	1109.59203355014	1
4	5	1	1	1	0	696.323046460748	0
4	5	1	2	1	1	392.975207418203	0
4	5	1	1	1	1	546.189238317311	0
4	5	1	2	1	0	643.183921463788	0
4	5	1	1	1	1	772.903664968908	0
4	5	1	2	1	0	605.503584258258	0
4	5	1	1	1	0	478.847520425916	1
4	5	1	2	0	0	NaN	1
4	5	2	1	0	0	882.735316641629	0
4	5	2	2	0	1	642.43752323091	0
4	5	2	1	0	1	1035.90449132025	1
4	5	2	2	1	1	757.914458401501	1
4	5	1	1	0	1	1199.58491437137	1
4	5	1	2	1	1	1008.7453564629	1
4	5	1	1	0	0	1456.41891751438	1
4	5	1	2	0	1	586.899251677096	1
4	5	2	1	0	1	636.027801781893	0
4	5	2	2	0	0	1532.13676810265	0
4	5	1	1	NaN	0	NaN	0
4	5	1	2	NaN	0	NaN	0
4	5	2	1	0	0	1224.93442241102	1
4	5	2	2	NaN	0	NaN	1
4	5	1	1	1	1	1659.61423516273	0
4	5	1	2	0	1	1340.52783995867	0
4	5	1	1	1	0	1029.62734550238	0
4	5	1	2	1	1	1023.23240786791	0
4	5	1	1	1	1	1425.31850747764	1
4	5	1	2	0	1	737.243491224945	1
4	5	2	1	0	1	1435.05688756704	0
4	5	2	2	1	1	1395.73854021728	0
4	5	1	1	0	1	1197.54564668983	1
4	5	1	2	1	1	766.853177919984	1
