subj	subj_idx	item	condition	item_mem	Bmem	Bconf
22RJ	16	25042	5	2	1	5
22RJ	16	29075	9	2	0	0
22RJ	16	18052	8	2	1	3
22RJ	16	-15030	5	3	1	4
22RJ	16	29016	9	1	0	0
22RJ	16	26004	6	2	0	2
22RJ	16	25061	5	3	1	5
22RJ	16	28058	8	2	1	5
22RJ	16	-16048	6	3	0	4
22RJ	16	29059	9	1	0	0
22RJ	16	18045	8	2	1	4
22RJ	16	28063	8	1	1	5
22RJ	16	18019	8	2	0	4
22RJ	16	17017	7	2	0	4
22RJ	16	19031	9	2	0	0
22RJ	16	29012	9	1	0	0
22RJ	16	27011	7	2	0	3
22RJ	16	27044	7	2	0	4
22RJ	16	29043	9	1	0	0
22RJ	16	18035	8	2	0	0
22RJ	16	19044	9	1	0	0
22RJ	16	25022	5	2	1	3
22RJ	16	18001	8	2	0	5
22RJ	16	17053	7	2	1	6
22RJ	16	17016	7	2	1	3
22RJ	16	-16042	6	3	1	3
23AW	17	29006	9	1	0	0
23AW	17	17011	7	2	1	6
23AW	17	27036	7	2	1	6
23AW	17	28033	8	2	1	6
23AW	17	18038	8	2	1	5
23AW	17	19040	9	1	0	0
23AW	17	27039	7	2	1	6
23AW	17	-15015	5	3	1	6
23AW	17	-16070	6	3	1	3
23AW	17	-15005	5	3	1	6
23AW	17	25042	5	3	0	3
23AW	17	17060	7	2	1	6
23AW	17	25013	5	3	1	6
23AW	17	19050	9	1	0	0
23AW	17	-16019	6	2	1	3
23AW	17	29086	9	1	0	0
23AW	17	17025	7	2	1	5
23AW	17	-16013	6	3	0	3
23AW	17	28008	8	2	1	6
23AW	17	19023	9	1	0	0
23AW	17	-16009	6	3	1	4
23AW	17	29055	9	1	0	0
23AW	17	19027	9	1	0	0
23AW	17	-16064	6	3	0	1
23AW	17	17050	7	2	0	4
23AW	17	29059	9	2	0	0
23AW	17	19078	9	1	0	0
23AW	17	28070	8	2	0	1
23AW	17	25005	5	3	1	6
23AW	17	19041	9	1	0	0
23AW	17	28029	8	2	1	4
23AW	17	-16045	6	3	1	5
23AW	17	25015	5	3	1	3
23AW	17	18029	8	2	1	6
23AW	17	27017	7	2	1	5
23AW	17	27058	7	2	1	6
23AW	17	29073	9	1	0	0
23AW	17	-15051	5	3	1	6
23AW	17	29027	9	2	0	0
23AW	17	26022	6	3	1	5
23AW	17	19022	9	1	0	0
23AW	17	29039	9	1	0	0
23AW	17	18034	8	2	1	6
23AW	17	-16053	6	3	0	5
23AW	17	-15021	5	3	1	5
23AW	17	19010	9	1	0	0
23AW	17	17071	7	3	1	2
23AW	17	18008	8	2	1	5
23AW	17	19046	9	1	0	0
23AW	17	28032	8	2	1	5
23AW	17	19064	9	1	0	0
23AW	17	-15017	5	2	1	3
23AW	17	26002	6	3	1	6
23AW	17	29078	9	1	0	0
23AW	17	19089	9	2	0	0
23AW	17	19065	9	1	0	0
23AW	17	28046	8	2	1	6
23AW	17	19083	9	1	0	0
23AW	17	-15068	5	3	0	3
23AW	17	25054	5	3	1	6
23AW	17	27068	7	3	1	5
23AW	17	29068	9	1	0	0
23AW	17	29040	9	1	0	0
23AW	17	26052	6	3	1	6
23AW	17	28037	8	3	1	4
23AW	17	17040	7	2	1	2
23AW	17	26050	6	3	1	6
23AW	17	18032	8	2	1	6
23AW	17	19049	9	1	0	0
23AW	17	19063	9	1	0	0
23AW	17	29063	9	1	0	0
23AW	17	28012	8	2	1	6
23AW	17	26010	6	3	0	5
23AW	17	17048	7	2	1	3
23AW	17	-15002	5	3	1	3
23AW	17	-15055	5	3	1	3
23AW	17	19042	9	1	0	0
23AW	17	26071	6	3	1	4
23AW	17	-16043	6	3	1	3
23AW	17	19029	9	1	0	0
23AW	17	25019	5	2	0	1
23AW	17	26043	6	3	1	6
23AW	17	19044	9	1	0	0
23AW	17	29048	9	1	0	0
23AW	17	26061	6	3	1	5
23AW	17	25004	5	2	1	5
23AW	17	28025	8	2	1	5
23AW	17	29036	9	1	0	0
23AW	17	25056	5	3	1	6
23AW	17	18061	8	2	1	6
23AW	17	-16003	6	3	0	1
23AW	17	25028	5	3	0	5
23AW	17	27063	7	2	1	4
23AW	17	17057	7	2	1	6
23AW	17	17023	7	1	1	5
23AW	17	18065	8	2	1	6
23AW	17	-16027	6	3	0	4
23AW	17	29088	9	1	0	0
23AW	17	18041	8	2	1	4
23AW	17	29026	9	1	0	0
23AW	17	27048	7	2	1	3
23AW	17	17036	7	2	0	5
23AW	17	29018	9	2	0	0
23AW	17	28060	8	2	0	1
23AW	17	27023	7	3	0	6
23AW	17	29074	9	1	0	0
23AW	17	29047	9	1	0	0
23AW	17	25066	5	3	1	4
24TW	18	19080	9	1	0	0
24TW	18	19003	9	1	0	0
24TW	18	18001	8	1	1	4
24TW	18	18072	8	1	0	4
24TW	18	26066	6	3	0	5
24TW	18	18055	8	3	0	5
24TW	18	19030	9	1	0	0
24TW	18	25003	5	3	1	6
24TW	18	26061	6	3	0	5
24TW	18	-15029	5	3	1	5
24TW	18	17044	7	1	1	5
24TW	18	-16040	6	3	0	5
24TW	18	17064	7	1	0	4
24TW	18	17052	7	3	0	4
24TW	18	-15017	5	1	0	4
24TW	18	19075	9	1	0	0
24TW	18	19037	9	1	0	0
24TW	18	-16037	6	1	0	5
24TW	18	17005	7	1	1	5
24TW	18	29084	9	1	0	0
24TW	18	29059	9	1	0	0
24TW	18	18025	8	1	0	4
24TW	18	19072	9	1	0	0
24TW	18	28013	8	1	0	4
24TW	18	-16042	6	1	0	5
24TW	18	-15050	5	1	0	4
24TW	18	27055	7	1	0	5
24TW	18	29044	9	1	0	0
24TW	18	26063	6	3	0	5
24TW	18	29037	9	1	0	0
24TW	18	-16013	6	3	0	6
24TW	18	27010	7	1	1	5
24TW	18	25047	5	3	0	6
24TW	18	29033	9	1	0	0
24TW	18	-15022	5	1	0	3
24TW	18	18070	8	1	1	5
24TW	18	28049	8	1	1	3
24TW	18	27022	7	1	1	5
24TW	18	17023	7	1	0	6
24TW	18	19083	9	3	0	0
24TW	18	29039	9	1	0	0
24TW	18	25053	5	1	0	4
24TW	18	25027	5	3	0	5
24TW	18	28058	8	1	0	3
24TW	18	17032	7	1	1	3
24TW	18	19002	9	1	0	0
24TW	18	18012	8	1	0	5
24TW	18	26051	6	3	0	6
24TW	18	25071	5	3	1	5
24TW	18	-16033	6	3	1	4
24TW	18	19071	9	1	0	0
24TW	18	29047	9	1	0	0
24TW	18	29078	9	1	0	0
24TW	18	19036	9	1	0	0
24TW	18	19082	9	1	0	0
24TW	18	29066	9	1	0	0
24TW	18	27023	7	1	0	5
24TW	18	26015	6	1	0	6
24TW	18	18045	8	3	1	5
24TW	18	29055	9	1	0	0
24TW	18	-15007	5	1	0	3
24TW	18	25019	5	1	0	4
24TW	18	27017	7	2	0	5
24TW	18	27005	7	1	1	5
24TW	18	18019	8	1	0	5
24TW	18	-15060	5	2	0	4
24TW	18	19047	9	1	0	0
24TW	18	29071	9	1	0	0
24TW	18	25041	5	1	0	5
24TW	18	29080	9	2	0	0
24TW	18	26025	6	3	1	5
24TW	18	17068	7	1	1	5
24TW	18	18016	8	3	1	6
24TW	18	-15057	5	1	1	6
24TW	18	19027	9	1	0	0
24TW	18	17061	7	1	0	5
24TW	18	17027	7	3	0	5
24TW	18	19031	9	1	0	0
24TW	18	-16010	6	2	0	4
24TW	18	26044	6	3	1	4
24TW	18	-15066	5	3	0	5
24TW	18	-16047	6	3	0	5
24TW	18	18004	8	1	0	5
24TW	18	19052	9	2	0	0
24TW	18	29082	9	1	0	0
24TW	18	-15054	5	2	0	5
24TW	18	26032	6	3	0	5
24TW	18	25008	5	2	0	4
24TW	18	28033	8	1	0	3
24TW	18	29057	9	3	0	0
24TW	18	26070	6	1	0	5
24TW	18	19040	9	1	0	0
24TW	18	29056	9	1	0	0
24TW	18	27029	7	1	1	6
24TW	18	19063	9	1	0	0
24TW	18	29067	9	1	0	0
24TW	18	29001	9	1	0	0
24TW	18	27001	7	1	1	4
24TW	18	29075	9	1	0	0
24TW	18	19033	9	1	0	0
24TW	18	26038	6	1	0	3
24TW	18	28067	8	1	0	4
24TW	18	26046	6	3	1	4
24TW	18	28060	8	1	0	4
24TW	18	18035	8	2	0	5
24TW	18	25011	5	1	1	4
24TW	18	27039	7	3	0	5
24TW	18	28036	8	1	1	5
25KB	19	29087	9	1	0	0
25KB	19	-15026	5	3	1	5
25KB	19	29063	9	1	0	0
25KB	19	18003	8	3	0	2
25KB	19	-15037	5	3	0	5
25KB	19	27029	7	3	0	3
25KB	19	26006	6	2	1	2
25KB	19	19087	9	2	0	0
25KB	19	29043	9	1	0	0
25KB	19	27009	7	2	0	6
25KB	19	28019	8	2	1	3
25KB	19	19012	9	1	0	0
25KB	19	-16022	6	3	0	4
25KB	19	27069	7	2	0	4
25KB	19	-16048	6	3	0	5
25KB	19	25014	5	3	1	6
25KB	19	25012	5	3	1	5
25KB	19	29033	9	1	0	0
25KB	19	-16068	6	3	0	1
25KB	19	-15028	5	3	0	4
25KB	19	26024	6	3	0	2
25KB	19	19051	9	1	0	0
25KB	19	19024	9	1	0	0
25KB	19	18002	8	3	0	1
25KB	19	28060	8	2	1	4
25KB	19	19008	9	1	0	0
25KB	19	18049	8	2	0	1
25KB	19	27015	7	2	0	3
25KB	19	19018	9	1	0	0
25KB	19	-15012	5	3	1	5
25KB	19	29014	9	1	0	0
25KB	19	27056	7	3	1	1
25KB	19	17070	7	2	1	6
25KB	19	29037	9	1	0	0
25KB	19	-16055	6	3	1	5
25KB	19	26039	6	3	1	2
25KB	19	18029	8	2	1	5
25KB	19	28065	8	3	1	6
25KB	19	-15064	5	3	1	4
25KB	19	29058	9	1	0	0
25KB	19	17066	7	2	0	2
25KB	19	19076	9	1	0	0
25KB	19	18007	8	3	1	6
25KB	19	29075	9	1	0	0
25KB	19	27031	7	2	1	4
25KB	19	29052	9	1	0	0
25KB	19	25034	5	3	0	3
25KB	19	-15041	5	3	1	5
25KB	19	29032	9	1	0	0
25KB	19	17016	7	2	1	2
25KB	19	29083	9	1	0	0
25KB	19	-16010	6	3	0	3
25KB	19	26028	6	3	1	6
25KB	19	28063	8	2	1	2
25KB	19	19083	9	1	0	0
25KB	19	29081	9	1	0	0
25KB	19	19063	9	1	0	0
25KB	19	-15046	5	3	1	2
25KB	19	-15036	5	3	0	1
25KB	19	17058	7	3	1	5
25KB	19	29066	9	1	0	0
25KB	19	-15032	5	3	0	3
25KB	19	27037	7	2	0	3
25KB	19	-16018	6	3	1	3
25KB	19	-16072	6	2	0	1
25KB	19	25058	5	1	1	5
25KB	19	28053	8	3	1	4
25KB	19	26051	6	3	1	5
25KB	19	-16054	6	3	1	6
25KB	19	-15006	5	3	1	4
25KB	19	19009	9	1	0	0
25KB	19	18033	8	3	0	2
25KB	19	19007	9	1	0	0
25KB	19	19046	9	1	0	0
25KB	19	17020	7	2	0	5
25KB	19	19065	9	1	0	0
25KB	19	29069	9	1	0	0
25KB	19	29018	9	2	0	0
25KB	19	17039	7	3	1	6
25KB	19	28068	8	3	0	4
25KB	19	-15051	5	3	1	5
25KB	19	28021	8	1	1	1
25KB	19	27017	7	2	1	3
25KB	19	18060	8	3	1	6
25KB	19	19054	9	1	0	0
25KB	19	29072	9	1	0	0
25KB	19	19035	9	1	0	0
25KB	19	27071	7	3	0	2
25KB	19	26025	6	3	1	4
25KB	19	28050	8	3	1	5
25KB	19	18024	8	1	1	5
25KB	19	25042	5	3	0	4
25KB	19	19019	9	1	0	0
25KB	19	26035	6	3	0	1
25KB	19	25061	5	1	1	6
25KB	19	29065	9	1	0	0
25KB	19	-16013	6	3	1	5
25KB	19	27046	7	2	1	2
25KB	19	29061	9	1	0	0
25KB	19	19004	9	1	0	0
25KB	19	18043	8	2	1	3
25KB	19	27004	7	2	0	5
25KB	19	17061	7	3	1	6
25KB	19	26007	6	1	0	1
25KB	19	25047	5	3	1	2
25KB	19	19057	9	1	0	0
25KB	19	28002	8	2	1	2
25KB	19	26044	6	3	0	3
26GG	20	19074	9	2	0	0
26GG	20	17015	7	2	0	2
26GG	20	-16024	6	3	0	2
26GG	20	19001	9	1	0	0
26GG	20	27013	7	1	0	2
26GG	20	27039	7	3	0	2
26GG	20	29067	9	1	0	0
26GG	20	25010	5	3	0	2
26GG	20	-16050	6	1	1	5
26GG	20	27001	7	2	0	3
26GG	20	25069	5	1	1	2
26GG	20	28022	8	2	0	2
26GG	20	27042	7	2	1	2
26GG	20	29051	9	1	0	0
26GG	20	-16047	6	3	1	5
26GG	20	29065	9	1	0	0
26GG	20	-16021	6	3	0	5
26GG	20	28030	8	1	1	2
26GG	20	25067	5	3	0	4
26GG	20	28007	8	2	0	2
26GG	20	29002	9	1	0	0
26GG	20	-16055	6	3	0	2
26GG	20	29022	9	1	0	0
26GG	20	26052	6	2	1	6
26GG	20	28005	8	3	1	5
26GG	20	29079	9	1	0	0
26GG	20	27033	7	1	0	5
26GG	20	19019	9	1	0	0
26GG	20	-15052	5	3	0	2
26GG	20	28058	8	2	0	2
26GG	20	19010	9	2	0	0
26GG	20	26050	6	1	1	2
26GG	20	29013	9	1	0	0
26GG	20	-15058	5	3	0	3
26GG	20	19055	9	1	0	0
26GG	20	-15068	5	3	0	2
26GG	20	19041	9	1	0	0
26GG	20	17002	7	3	1	6
26GG	20	-15036	5	3	1	3
26GG	20	-16029	6	1	0	2
26GG	20	-16044	6	1	1	2
26GG	20	19032	9	2	0	0
26GG	20	17065	7	1	1	6
26GG	20	28054	8	3	0	2
26GG	20	19062	9	1	0	0
26GG	20	17062	7	1	1	5
26GG	20	29001	9	2	0	0
26GG	20	28017	8	2	1	5
26GG	20	-15019	5	3	1	2
26GG	20	28047	8	1	1	1
26GG	20	29047	9	1	0	0
26GG	20	-15071	5	1	1	2
26GG	20	28024	8	2	1	5
26GG	20	29018	9	2	0	0
26GG	20	19017	9	2	0	0
26GG	20	17009	7	3	0	2
26GG	20	25043	5	3	1	2
26GG	20	28038	8	3	0	2
26GG	20	26072	6	2	1	5
26GG	20	28066	8	1	0	2
26GG	20	-16033	6	3	1	2
26GG	20	29027	9	2	0	0
26GG	20	25035	5	2	0	5
26GG	20	19056	9	1	0	0
26GG	20	27025	7	3	1	1
26GG	20	29006	9	1	0	0
26GG	20	-16039	6	2	0	5
26GG	20	17005	7	2	0	4
26GG	20	19080	9	1	0	0
26GG	20	26012	6	1	1	5
26GG	20	19088	9	2	0	0
26GG	20	-16042	6	3	1	4
26GG	20	-16018	6	3	0	2
26GG	20	27046	7	2	1	5
26GG	20	19042	9	1	0	0
26GG	20	-15013	5	3	1	2
26GG	20	29053	9	2	0	0
26GG	20	28019	8	2	0	4
26GG	20	18064	8	2	0	4
26GG	20	18053	8	1	1	2
26GG	20	-16032	6	2	0	1
26GG	20	17008	7	3	1	5
26GG	20	19013	9	1	0	0
26GG	20	17026	7	2	0	2
26GG	20	25055	5	3	0	2
26GG	20	25004	5	3	0	1
26GG	20	-16046	6	3	0	2
26GG	20	28064	8	2	0	3
26GG	20	29089	9	1	0	0
26GG	20	29025	9	2	0	0
26GG	20	25028	5	3	1	6
26GG	20	27062	7	3	0	2
26GG	20	19025	9	1	0	0
26GG	20	-15037	5	3	1	6
26GG	20	19022	9	1	0	0
26GG	20	17059	7	2	1	5
26GG	20	-16070	6	3	1	2
26GG	20	29026	9	2	0	0
26GG	20	18012	8	1	0	2
26GG	20	28031	8	1	1	1
26GG	20	25060	5	1	0	1
26GG	20	29055	9	1	0	0
26GG	20	17027	7	2	1	2
26GG	20	29041	9	1	0	0
26GG	20	18004	8	2	1	2
26GG	20	19011	9	1	0	0
26GG	20	25016	5	3	0	2
26GG	20	19068	9	1	0	0
27CL	21	29069	9	2	0	0
27CL	21	-16027	6	3	1	2
27CL	21	17011	7	3	1	1
27CL	21	19016	9	1	0	0
27CL	21	25021	5	3	1	3
27CL	21	27036	7	2	0	6
27CL	21	29060	9	1	0	0
27CL	21	29082	9	1	0	0
27CL	21	29052	9	1	0	0
27CL	21	29012	9	2	0	0
27CL	21	-15038	5	2	0	2
27CL	21	25031	5	3	0	4
27CL	21	-15029	5	3	0	2
27CL	21	28063	8	2	1	4
27CL	21	-15007	5	3	0	3
27CL	21	-16009	6	3	0	2
27CL	21	-16068	6	3	0	3
27CL	21	28047	8	2	0	2
27CL	21	29050	9	2	0	0
27CL	21	27060	7	3	0	2
27CL	21	25026	5	2	0	3
27CL	21	29031	9	1	0	0
27CL	21	26045	6	3	1	2
27CL	21	27023	7	1	1	3
27CL	21	26034	6	3	1	3
27CL	21	18021	8	1	0	3
27CL	21	25038	5	3	0	5
27CL	21	-16063	6	3	1	2
27CL	21	27014	7	2	0	3
27CL	21	17060	7	2	0	2
27CL	21	28004	8	1	0	2
27CL	21	17071	7	2	0	2
27CL	21	19060	9	2	0	0
27CL	21	27067	7	1	0	4
27CL	21	17033	7	3	0	1
27CL	21	-16003	6	3	0	2
27CL	21	19072	9	1	0	0
27CL	21	25062	5	3	1	3
27CL	21	29023	9	1	0	0
27CL	21	19074	9	1	0	0
27CL	21	29073	9	1	0	0
27CL	21	28054	8	2	0	5
27CL	21	19023	9	1	0	0
27CL	21	-15042	5	3	0	2
27CL	21	26055	6	3	0	3
27CL	21	29016	9	1	0	0
27CL	21	28072	8	2	0	3
27CL	21	-16036	6	3	0	2
27CL	21	29088	9	1	0	0
27CL	21	19026	9	1	0	0
27CL	21	18006	8	2	0	3
27CL	21	28070	8	2	0	3
27CL	21	29009	9	2	0	0
27CL	21	28040	8	0	1	2
27CL	21	19083	9	0	0	0
27CL	21	17002	7	3	0	2
27CL	21	29036	9	1	0	0
27CL	21	19029	9	1	0	0
27CL	21	19032	9	1	0	0
27CL	21	18049	8	2	0	3
27CL	21	26058	6	2	0	1
27CL	21	29043	9	2	0	0
27CL	21	17016	7	2	1	1
27CL	21	27008	7	2	0	1
27CL	21	19049	9	1	0	0
27CL	21	29046	9	2	0	0
27CL	21	25042	5	2	0	1
27CL	21	-15046	5	3	0	3
27CL	21	19042	9	2	0	0
27CL	21	25052	5	3	1	2
27CL	21	26049	6	3	0	3
27CL	21	19077	9	1	0	0
27CL	21	17051	7	2	0	4
27CL	21	-15054	5	2	0	2
27CL	21	19081	9	1	0	0
27CL	21	18031	8	2	0	4
27CL	21	25020	5	2	0	1
27CL	21	27066	7	3	1	4
27CL	21	28027	8	2	0	1
27CL	21	18047	8	2	0	3
27CL	21	19054	9	1	0	0
27CL	21	17070	7	2	0	2
27CL	21	29079	9	1	0	0
27CL	21	28010	8	2	1	1
27CL	21	18056	8	2	0	5
27CL	21	26029	6	0	0	1
27CL	21	25016	5	2	0	2
27CL	21	-16061	6	2	1	2
27CL	21	26044	6	2	0	1
27CL	21	19033	9	1	0	0
27CL	21	-15043	5	2	0	2
27CL	21	19048	9	1	0	0
27CL	21	19044	9	1	0	0
27CL	21	-16023	6	3	1	3
27CL	21	18014	8	3	0	2
27CL	21	27018	7	2	0	3
27CL	21	19034	9	1	0	0
27CL	21	-16065	6	3	0	4
27CL	21	29013	9	1	0	0
27CL	21	-15058	5	2	0	1
27CL	21	29039	9	1	0	0
27CL	21	17018	7	3	1	4
27CL	21	18026	8	2	1	4
27CL	21	28011	8	2	0	2
27CL	21	26002	6	2	0	3
27CL	21	25005	5	2	0	3
27CL	21	-16040	6	3	0	6
27CL	21	17019	7	2	0	6
28TL	22	29072	9	1	0	0
28TL	22	19089	9	1	0	0
28TL	22	29034	9	1	0	0
28TL	22	17027	7	1	0	3
28TL	22	18014	8	2	1	3
28TL	22	17047	7	2	0	6
28TL	22	29046	9	1	0	0
28TL	22	-16004	6	3	0	2
28TL	22	-16064	6	2	1	5
28TL	22	26068	6	3	1	3
28TL	22	19031	9	2	0	0
28TL	22	25019	5	2	1	6
28TL	22	28023	8	2	1	6
28TL	22	26049	6	3	1	3
28TL	22	28039	8	1	1	5
28TL	22	18035	8	2	1	6
28TL	22	29036	9	1	0	0
28TL	22	19028	9	1	0	0
28TL	22	25056	5	2	1	5
28TL	22	19051	9	1	0	0
28TL	22	-16066	6	3	0	4
28TL	22	17007	7	2	0	6
28TL	22	25032	5	3	1	4
28TL	22	29039	9	1	0	0
28TL	22	29068	9	1	0	0
28TL	22	29026	9	1	0	0
28TL	22	-16067	6	3	1	4
28TL	22	29057	9	2	0	0
28TL	22	27008	7	1	1	5
28TL	22	29035	9	1	0	0
28TL	22	27027	7	2	1	6
28TL	22	26026	6	1	1	6
28TL	22	29017	9	1	0	0
28TL	22	-15016	5	2	0	4
28TL	22	26018	6	3	0	3
28TL	22	25004	5	3	0	3
28TL	22	29032	9	2	0	0
28TL	22	25029	5	1	0	2
28TL	22	27058	7	3	1	3
28TL	22	29001	9	3	0	0
28TL	22	18060	8	2	1	6
28TL	22	19062	9	1	0	0
28TL	22	27061	7	1	0	5
28TL	22	18055	8	3	0	5
28TL	22	18006	8	2	1	3
28TL	22	28071	8	2	1	6
28TL	22	25063	5	3	1	5
28TL	22	28036	8	3	1	3
28TL	22	-16039	6	3	0	2
28TL	22	-15042	5	3	0	4
28TL	22	17071	7	3	1	6
28TL	22	29047	9	1	0	0
28TL	22	17018	7	3	1	5
28TL	22	-15023	5	3	1	4
28TL	22	29011	9	1	0	0
28TL	22	17019	7	3	1	3
28TL	22	25069	5	1	1	5
28TL	22	19036	9	1	0	0
28TL	22	19006	9	1	0	0
28TL	22	28015	8	2	1	6
28TL	22	26034	6	3	1	6
28TL	22	19046	9	1	0	0
28TL	22	18044	8	3	0	4
28TL	22	18051	8	2	1	4
28TL	22	-15038	5	3	1	4
28TL	22	19057	9	2	0	0
28TL	22	-15062	5	2	1	5
28TL	22	29037	9	1	0	0
28TL	22	19050	9	2	0	0
28TL	22	-16021	6	3	0	4
28TL	22	17053	7	2	0	3
28TL	22	27053	7	2	1	5
28TL	22	25045	5	3	1	3
28TL	22	29084	9	1	0	0
28TL	22	17012	7	2	1	5
28TL	22	-16031	6	1	0	4
28TL	22	26012	6	2	1	4
28TL	22	19058	9	2	0	0
28TL	22	-16025	6	2	1	5
28TL	22	29028	9	2	0	0
28TL	22	-15029	5	3	0	4
28TL	22	-15070	5	3	1	6
28TL	22	19088	9	1	0	0
28TL	22	27052	7	2	1	5
28TL	22	26065	6	3	1	6
28TL	22	19021	9	1	0	0
28TL	22	18010	8	2	1	4
28TL	22	28006	8	2	0	3
28TL	22	19056	9	1	0	0
28TL	22	28013	8	2	1	6
28TL	22	27060	7	2	0	2
28TL	22	19054	9	1	0	0
28TL	22	28047	8	2	1	4
28TL	22	19048	9	2	0	0
28TL	22	17045	7	2	1	5
28TL	22	28010	8	3	1	6
28TL	22	25037	5	3	1	4
28TL	22	19052	9	1	0	0
28TL	22	19078	9	1	0	0
28TL	22	18057	8	2	1	4
28TL	22	27043	7	2	0	3
28TL	22	-15049	5	3	1	4
28TL	22	-15033	5	3	1	6
28TL	22	26022	6	3	1	4
28TL	22	29054	9	1	0	0
28TL	22	27042	7	2	1	3
28TL	22	26001	6	3	0	6
28TL	22	-16001	6	3	1	3
29AB	23	29081	9	1	0	0
29AB	23	-15035	5	1	1	6
29AB	23	28004	8	1	0	5
29AB	23	-15034	5	2	0	3
29AB	23	26068	6	2	1	6
29AB	23	29047	9	2	0	0
29AB	23	25049	5	1	1	6
29AB	23	17003	7	1	1	4
29AB	23	18028	8	2	1	4
29AB	23	27036	7	3	0	5
29AB	23	-15020	5	1	1	6
29AB	23	19019	9	2	0	0
29AB	23	29013	9	1	0	0
29AB	23	27072	7	2	0	4
29AB	23	19074	9	2	0	0
29AB	23	29004	9	1	0	0
29AB	23	-16021	6	1	1	4
29AB	23	29057	9	2	0	0
29AB	23	-16005	6	3	0	6
29AB	23	28070	8	1	0	6
29AB	23	26018	6	1	1	6
29AB	23	25040	5	1	0	4
29AB	23	28010	8	2	0	4
29AB	23	19081	9	1	0	0
29AB	23	26012	6	3	0	5
29AB	23	18001	8	1	0	3
29AB	23	19036	9	1	0	0
29AB	23	19051	9	1	0	0
29AB	23	26052	6	2	1	5
29AB	23	18049	8	1	0	5
29AB	23	27048	7	1	0	5
29AB	23	17058	7	1	0	3
29AB	23	-15065	5	1	0	6
29AB	23	-15040	5	3	0	6
29AB	23	29058	9	1	0	0
29AB	23	27024	7	1	1	5
29AB	23	19047	9	2	0	0
29AB	23	29043	9	1	0	0
29AB	23	19046	9	1	0	0
29AB	23	28033	8	2	0	3
29AB	23	26061	6	1	0	2
29AB	23	-15045	5	1	1	6
29AB	23	18018	8	3	0	3
29AB	23	27046	7	1	0	6
29AB	23	29005	9	1	0	0
29AB	23	27031	7	1	0	5
29AB	23	-16029	6	2	0	4
29AB	23	29032	9	2	0	0
29AB	23	-15009	5	1	0	3
29AB	23	17055	7	2	1	5
29AB	23	19057	9	3	0	0
29AB	23	29003	9	1	0	0
29AB	23	26028	6	1	0	1
29AB	23	18007	8	1	0	5
29AB	23	29017	9	1	0	0
29AB	23	27013	7	1	0	4
29AB	23	29027	9	2	0	0
29AB	23	18063	8	3	0	5
29AB	23	26055	6	1	0	6
29AB	23	29076	9	1	0	0
29AB	23	27064	7	1	1	3
29AB	23	28038	8	2	1	5
29AB	23	25007	5	1	0	6
29AB	23	29025	9	1	0	0
29AB	23	26060	6	2	0	6
29AB	23	19028	9	1	0	0
29AB	23	25066	5	2	0	5
29AB	23	-16011	6	1	0	3
29AB	23	-16047	6	3	1	2
29AB	23	-16071	6	1	0	3
29AB	23	17059	7	3	0	2
29AB	23	19062	9	2	0	0
29AB	23	19076	9	1	0	0
29AB	23	18015	8	1	1	6
29AB	23	-16044	6	1	0	5
29AB	23	29031	9	1	0	0
29AB	23	-15037	5	3	0	3
29AB	23	27006	7	1	0	4
29AB	23	28043	8	1	0	6
29AB	23	27041	7	1	0	6
29AB	23	26020	6	1	0	5
29AB	23	19086	9	1	0	0
29AB	23	17032	7	2	0	5
29AB	23	19038	9	1	0	0
29AB	23	-15054	5	2	0	6
29AB	23	27021	7	1	0	4
29AB	23	27058	7	1	0	3
29AB	23	-15025	5	1	0	3
29AB	23	28015	8	1	0	3
29AB	23	18052	8	1	0	3
29AB	23	29079	9	1	0	0
29AB	23	19043	9	3	0	0
29AB	23	19016	9	1	0	0
29AB	23	17068	7	1	0	6
29AB	23	25025	5	2	0	6
29AB	23	19040	9	1	0	0
29AB	23	-15069	5	1	0	6
29AB	23	29006	9	1	0	0
29AB	23	-16024	6	1	0	4
29AB	23	25002	5	1	0	4
29AB	23	28029	8	1	1	6
29AB	23	18014	8	1	1	6
29AB	23	19061	9	1	0	0
29AB	23	19058	9	1	0	0
29AB	23	-15062	5	1	0	5
29AB	23	-16042	6	1	1	4
29AB	23	29010	9	1	0	0
29AB	23	28053	8	1	0	6
30CW	24	29010	9	1	0	0
30CW	24	18026	8	2	1	6
30CW	24	19052	9	1	0	0
30CW	24	-16004	6	1	0	1
30CW	24	29029	9	1	0	0
30CW	24	-16049	6	2	1	6
30CW	24	26062	6	2	1	4
30CW	24	18064	8	2	1	6
30CW	24	26060	6	3	1	6
30CW	24	18047	8	2	1	6
30CW	24	28050	8	2	1	6
30CW	24	29036	9	1	0	0
30CW	24	25069	5	3	1	2
30CW	24	19069	9	1	0	0
30CW	24	17001	7	3	1	2
30CW	24	18069	8	2	0	1
30CW	24	29013	9	1	0	0
30CW	24	29012	9	3	0	0
30CW	24	18046	8	2	1	2
30CW	24	29017	9	1	0	0
30CW	24	17005	7	2	1	5
30CW	24	26024	6	2	0	1
30CW	24	26047	6	1	0	1
30CW	24	19081	9	1	0	0
30CW	24	-15039	5	3	1	6
30CW	24	27044	7	3	1	6
30CW	24	28064	8	2	1	6
30CW	24	-15055	5	3	1	4
30CW	24	27025	7	2	1	1
30CW	24	19078	9	1	0	0
