subj	subj_idx	item	condition	item_mem	Bmem	Bconf
70FW	20	25033	5	3	0	3
70FW	20	19055	9	1	0	0
70FW	20	29067	9	3	0	0
70FW	20	26031	6	2	0	3
70FW	20	27003	7	1	1	4
70FW	20	17037	7	3	1	5
70FW	20	27018	7	3	0	3
70FW	20	29003	9	2	0	0
70FW	20	-16071	6	2	1	5
70FW	20	17021	7	1	0	4
70FW	20	28066	8	2	0	3
70FW	20	-16052	6	3	0	4
70FW	20	27047	7	3	0	4
70FW	20	-15024	5	3	0	3
70FW	20	29038	9	1	0	0
70FW	20	17067	7	1	0	5
70FW	20	25023	5	3	0	3
70FW	20	26007	6	3	0	4
70FW	20	25064	5	1	0	6
70FW	20	19085	9	1	0	0
70FW	20	17069	7	3	0	3
70FW	20	-16008	6	3	1	6
70FW	20	-15029	5	3	1	2
70FW	20	-15045	5	3	1	3
70FW	20	19064	9	0	0	0
70FW	20	26056	6	3	0	5
70FW	20	18001	8	3	0	3
70FW	20	19078	9	1	0	0
70FW	20	28022	8	3	0	5
70FW	20	26002	6	3	1	4
70FW	20	18064	8	2	1	4
70FW	20	28009	8	3	1	3
70FW	20	-15061	5	3	1	3
70FW	20	29047	9	3	0	0
70FW	20	29079	9	2	0	0
70FW	20	29036	9	1	0	0
70FW	20	19040	9	1	0	0
70FW	20	17056	7	1	0	3
70FW	20	19079	9	1	0	0
70FW	20	19009	9	1	0	0
70FW	20	26025	6	2	1	5
70FW	20	29043	9	2	0	0
70FW	20	29031	9	1	0	0
70FW	20	-16059	6	3	0	3
70FW	20	18005	8	3	1	4
70FW	20	28046	8	1	1	2
70FW	20	19062	9	1	0	0
70FW	20	19082	9	0	0	0
70FW	20	29020	9	3	0	0
70FW	20	18053	8	1	0	3
70FW	20	18049	8	2	0	3
70FW	20	19049	9	1	0	0
70FW	20	25040	5	3	0	1
70FW	20	17048	7	1	0	4
70FW	20	-16013	6	3	1	5
70FW	20	29004	9	1	0	0
70FW	20	25069	5	1	0	3
70FW	20	-16020	6	3	0	4
70FW	20	29032	9	1	0	0
70FW	20	18025	8	1	1	4
70FW	20	28005	8	2	1	3
70FW	20	29086	9	3	0	0
70FW	20	29028	9	1	0	0
70FW	20	19047	9	2	0	0
70FW	20	18058	8	3	0	3
70FW	20	-16041	6	3	1	2
70FW	20	28062	8	3	0	2
70FW	20	-15032	5	3	0	3
70FW	20	25036	5	2	1	3
70FW	20	26043	6	1	0	0
70FW	20	17040	7	1	0	5
70FW	20	19070	9	1	0	0
70FW	20	-15027	5	3	0	4
70FW	20	26042	6	1	1	4
70FW	20	27028	7	2	0	5
70FW	20	19003	9	1	0	0
70FW	20	19089	9	2	0	0
70FW	20	27068	7	3	1	3
70FW	20	19048	9	1	0	0
70FW	20	17004	7	3	1	3
70FW	20	25013	5	2	0	4
70FW	20	-15011	5	2	0	4
70FW	20	29075	9	2	0	0
70FW	20	27037	7	2	0	3
70FW	20	26030	6	2	1	4
70FW	20	29074	9	3	0	0
70FW	20	18036	8	1	0	4
70FW	20	29016	9	2	0	0
70FW	20	-15016	5	3	1	6
70FW	20	17065	7	2	0	3
70FW	20	17034	7	2	1	4
70FW	20	27051	7	2	0	2
70FW	20	19084	9	2	0	0
70FW	20	-16018	6	3	0	5
70FW	20	19031	9	2	0	0
70FW	20	-16010	6	1	1	3
70FW	20	18044	8	2	0	4
70FW	20	26058	6	3	0	4
70FW	20	28050	8	3	0	5
70FW	20	25012	5	3	0	3
70FW	20	29051	9	1	0	0
71JK	21	29020	9	1	0	0
71JK	21	19012	9	1	0	0
71JK	21	-15035	5	3	1	6
71JK	21	28069	8	2	1	6
71JK	21	19009	9	1	0	0
71JK	21	18028	8	3	1	6
71JK	21	29038	9	1	0	0
71JK	21	18030	8	2	1	6
71JK	21	-16055	6	3	1	6
71JK	21	28024	8	3	1	6
71JK	21	29077	9	1	0	0
71JK	21	17010	7	1	1	6
71JK	21	26010	6	3	1	6
71JK	21	29039	9	2	0	0
71JK	21	18024	8	2	1	6
71JK	21	29072	9	1	0	0
71JK	21	28003	8	1	1	6
71JK	21	29083	9	1	0	0
71JK	21	19053	9	2	0	0
71JK	21	19033	9	2	0	0
71JK	21	28022	8	2	1	6
71JK	21	26020	6	3	1	6
71JK	21	27007	7	2	1	6
71JK	21	-15064	5	3	1	6
71JK	21	17061	7	2	1	6
71JK	21	-16011	6	1	1	6
71JK	21	27064	7	2	1	6
71JK	21	-15051	5	3	1	6
71JK	21	-15016	5	3	1	6
71JK	21	-16020	6	3	1	6
71JK	21	27042	7	2	1	5
71JK	21	29025	9	2	0	0
71JK	21	-15047	5	3	1	6
71JK	21	19030	9	2	0	0
71JK	21	29080	9	2	0	0
71JK	21	28038	8	2	1	6
71JK	21	-15043	5	3	1	6
71JK	21	18065	8	2	1	6
71JK	21	-15057	5	2	1	6
71JK	21	-16041	6	3	1	6
71JK	21	29037	9	2	0	0
71JK	21	27065	7	3	1	6
71JK	21	26036	6	2	1	6
71JK	21	25033	5	3	1	6
71JK	21	27056	7	3	1	6
71JK	21	25017	5	3	1	6
71JK	21	19014	9	1	0	0
71JK	21	19076	9	1	0	0
71JK	21	19025	9	1	0	0
71JK	21	26072	6	2	1	6
71JK	21	-16006	6	3	1	6
71JK	21	27005	7	2	1	4
71JK	21	19048	9	1	0	0
71JK	21	17039	7	2	1	6
71JK	21	29076	9	2	0	0
71JK	21	29063	9	1	0	0
71JK	21	25045	5	3	1	6
71JK	21	19078	9	2	0	0
71JK	21	19050	9	2	0	0
71JK	21	27027	7	2	1	6
71JK	21	-15007	5	3	1	6
71JK	21	18026	8	3	1	6
71JK	21	19088	9	2	0	0
71JK	21	27026	7	1	1	6
71JK	21	29090	9	1	0	0
71JK	21	26044	6	2	1	6
71JK	21	-15022	5	3	1	6
71JK	21	27060	7	2	1	6
71JK	21	26014	6	3	1	6
71JK	21	19023	9	1	0	0
71JK	21	-16068	6	3	1	6
71JK	21	28068	8	3	1	6
71JK	21	-15001	5	3	1	6
71JK	21	-15045	5	3	1	6
71JK	21	19002	9	1	0	0
71JK	21	28054	8	2	1	6
71JK	21	19041	9	1	0	0
71JK	21	27039	7	2	1	6
71JK	21	29031	9	2	0	0
71JK	21	19056	9	1	0	0
71JK	21	26011	6	3	1	6
71JK	21	26030	6	3	1	6
71JK	21	19061	9	1	0	0
71JK	21	17031	7	2	1	6
71JK	21	28031	8	3	1	6
71JK	21	18037	8	2	1	6
71JK	21	25047	5	3	1	6
71JK	21	-16054	6	3	1	6
71JK	21	-15004	5	1	1	6
71JK	21	27002	7	2	1	6
71JK	21	18018	8	3	1	6
71JK	21	29089	9	1	0	0
71JK	21	-15071	5	2	1	6
71JK	21	27062	7	2	1	6
71JK	21	25051	5	3	1	6
71JK	21	17033	7	3	1	6
71JK	21	18049	8	1	1	6
71JK	21	29050	9	1	0	0
71JK	21	26057	6	3	1	6
71JK	21	-16060	6	3	1	6
71JK	21	18014	8	3	1	6
71JK	21	-16069	6	3	1	6
71JK	21	19086	9	1	0	0
71JK	21	29079	9	1	0	0
71JK	21	29046	9	1	0	0
71JK	21	29082	9	1	0	0
71JK	21	27050	7	1	1	6
71JK	21	28015	8	1	1	6
72BK	22	19042	9	1	0	0
72BK	22	29015	9	1	0	0
72BK	22	17013	7	1	0	2
72BK	22	29058	9	1	0	0
72BK	22	28041	8	1	0	2
72BK	22	27046	7	3	0	2
72BK	22	29051	9	1	0	0
72BK	22	28021	8	2	0	2
72BK	22	27030	7	1	1	2
72BK	22	17006	7	1	0	1
72BK	22	19007	9	1	0	0
72BK	22	27068	7	1	0	2
72BK	22	29088	9	1	0	0
72BK	22	19019	9	1	0	0
72BK	22	18033	8	1	0	4
72BK	22	19071	9	1	0	0
72BK	22	-16041	6	3	0	1
72BK	22	26039	6	1	0	1
72BK	22	17032	7	2	1	2
72BK	22	25027	5	3	1	1
72BK	22	29016	9	1	0	0
72BK	22	19072	9	1	0	0
72BK	22	19087	9	3	0	0
72BK	22	29022	9	1	0	0
72BK	22	-15054	5	3	0	2
72BK	22	25049	5	1	1	2
72BK	22	-16027	6	3	1	2
72BK	22	26056	6	1	0	1
72BK	22	18018	8	3	1	1
72BK	22	-16003	6	2	1	2
72BK	22	28017	8	2	1	2
72BK	22	25010	5	1	0	3
72BK	22	25005	5	3	1	3
72BK	22	-16071	6	1	0	3
72BK	22	28054	8	1	0	1
72BK	22	17069	7	1	0	1
72BK	22	19078	9	1	0	0
72BK	22	19035	9	1	0	0
72BK	22	19055	9	1	0	0
72BK	22	18055	8	1	1	1
72BK	22	28025	8	1	0	1
72BK	22	17008	7	1	0	3
72BK	22	29090	9	3	0	0
72BK	22	25012	5	1	1	4
72BK	22	26071	6	3	1	2
72BK	22	27024	7	3	0	4
72BK	22	-15068	5	1	1	2
72BK	22	25033	5	3	1	1
72BK	22	18037	8	1	0	1
72BK	22	29029	9	1	0	0
72BK	22	25016	5	3	0	1
72BK	22	19051	9	1	0	0
72BK	22	26032	6	1	0	1
72BK	22	26070	6	1	0	1
72BK	22	29071	9	1	0	0
72BK	22	-16063	6	3	0	3
72BK	22	29056	9	1	0	0
72BK	22	-16019	6	2	1	2
72BK	22	17010	7	3	0	2
72BK	22	-15065	5	3	1	1
72BK	22	29055	9	1	0	0
72BK	22	19038	9	2	0	0
72BK	22	-15052	5	3	1	2
72BK	22	26044	6	1	0	2
72BK	22	29046	9	1	0	0
72BK	22	29062	9	1	0	0
72BK	22	-15035	5	1	0	1
72BK	22	18012	8	1	1	2
72BK	22	25060	5	1	1	1
72BK	22	17059	7	1	0	1
72BK	22	26052	6	3	1	1
72BK	22	18001	8	1	0	2
72BK	22	19073	9	1	0	0
72BK	22	17021	7	1	0	2
72BK	22	17024	7	1	0	2
72BK	22	19056	9	1	0	0
72BK	22	-15048	5	1	0	2
72BK	22	27062	7	3	0	1
72BK	22	19021	9	1	0	0
72BK	22	28036	8	3	0	2
72BK	22	18046	8	1	1	1
72BK	22	25003	5	3	0	2
72BK	22	17043	7	3	1	2
72BK	22	26020	6	1	0	1
72BK	22	19068	9	3	0	0
72BK	22	29049	9	1	0	0
72BK	22	19013	9	1	0	0
72BK	22	-16016	6	3	0	2
72BK	22	26001	6	1	1	2
72BK	22	18058	8	2	0	1
72BK	22	25037	5	3	0	2
72BK	22	18030	8	3	0	1
72BK	22	26058	6	3	0	2
72BK	22	17061	7	3	0	1
72BK	22	29042	9	3	0	0
72BK	22	29081	9	1	0	0
72BK	22	29017	9	1	0	0
72BK	22	19080	9	2	0	0
72BK	22	18049	8	3	0	1
72BK	22	29048	9	1	0	0
72BK	22	27013	7	2	1	1
72BK	22	25063	5	3	1	1
72BK	22	19003	9	1	0	0
72BK	22	28065	8	2	0	2
72BK	22	25048	5	3	0	1
72BK	22	28007	8	1	0	1
72BK	22	17039	7	1	0	1
72BK	22	-16025	6	3	0	1
73MA	23	29050	9	2	0	0
73MA	23	28057	8	2	1	6
73MA	23	19053	9	1	0	0
73MA	23	29084	9	1	0	0
73MA	23	29013	9	2	0	0
73MA	23	29061	9	1	0	0
73MA	23	-16021	6	3	1	6
73MA	23	26022	6	3	1	2
73MA	23	19056	9	1	0	0
73MA	23	17052	7	2	1	4
73MA	23	17041	7	2	1	6
73MA	23	28047	8	3	1	3
73MA	23	25042	5	3	0	4
73MA	23	27027	7	3	1	5
73MA	23	29002	9	1	0	0
73MA	23	27061	7	1	1	3
73MA	23	25054	5	1	1	6
73MA	23	29049	9	2	0	0
73MA	23	19035	9	1	0	0
73MA	23	19004	9	1	0	0
73MA	23	26009	6	2	1	6
73MA	23	26004	6	1	0	3
73MA	23	17003	7	2	1	2
73MA	23	-15040	5	3	1	6
73MA	23	29018	9	2	0	0
73MA	23	-15043	5	2	1	6
73MA	23	-16056	6	2	0	2
73MA	23	17069	7	2	0	3
73MA	23	18011	8	1	1	4
73MA	23	25002	5	3	1	5
73MA	23	19061	9	1	0	0
73MA	23	25017	5	3	1	4
73MA	23	29075	9	2	0	0
73MA	23	19066	9	1	0	0
73MA	23	-15045	5	3	1	4
73MA	23	27055	7	3	1	6
73MA	23	27026	7	2	1	6
73MA	23	26008	6	2	1	6
73MA	23	25039	5	2	1	6
73MA	23	18072	8	1	1	6
73MA	23	29022	9	2	0	0
73MA	23	17002	7	1	1	6
73MA	23	26011	6	3	0	4
73MA	23	29033	9	1	0	0
73MA	23	28045	8	1	1	3
73MA	23	26070	6	3	1	6
73MA	23	28065	8	3	1	6
73MA	23	19079	9	1	0	0
73MA	23	18031	8	2	1	6
73MA	23	-15047	5	2	1	1
73MA	23	26034	6	2	1	6
73MA	23	18008	8	2	1	6
73MA	23	18061	8	2	1	5
73MA	23	19008	9	1	0	0
73MA	23	29073	9	1	0	0
73MA	23	25019	5	3	1	6
73MA	23	29029	9	1	0	0
73MA	23	-15018	5	3	1	6
73MA	23	28032	8	3	1	3
73MA	23	18029	8	3	0	2
73MA	23	19007	9	1	0	0
73MA	23	-16050	6	1	1	3
73MA	23	27037	7	2	0	4
73MA	23	19043	9	2	0	0
73MA	23	17054	7	2	1	4
73MA	23	27049	7	2	0	2
73MA	23	29020	9	1	0	0
73MA	23	-15060	5	2	1	4
73MA	23	18005	8	2	1	6
73MA	23	29086	9	1	0	0
73MA	23	28013	8	2	1	6
73MA	23	27044	7	1	1	5
73MA	23	19011	9	1	0	0
73MA	23	19022	9	2	0	0
73MA	23	28016	8	2	1	3
73MA	23	18028	8	2	1	6
73MA	23	19027	9	1	0	0
73MA	23	-16058	6	3	0	4
73MA	23	17065	7	2	0	6
73MA	23	29027	9	1	0	0
73MA	23	28051	8	2	0	4
73MA	23	-16024	6	3	0	3
73MA	23	27035	7	2	1	3
73MA	23	25024	5	2	0	3
73MA	23	-15035	5	3	1	4
73MA	23	29008	9	1	0	0
73MA	23	-16015	6	1	0	4
73MA	23	17034	7	2	1	6
73MA	23	18025	8	2	1	3
73MA	23	19039	9	1	0	0
73MA	23	25067	5	2	0	4
73MA	23	19029	9	1	0	0
73MA	23	26029	6	2	0	3
73MA	23	29015	9	2	0	0
73MA	23	28064	8	2	0	3
73MA	23	-16068	6	3	0	2
73MA	23	-16013	6	3	1	4
73MA	23	17020	7	2	1	5
73MA	23	25059	5	2	1	3
73MA	23	26072	6	3	1	4
73MA	23	29063	9	1	0	0
73MA	23	19001	9	1	0	0
73MA	23	17009	7	2	0	3
73MA	23	19025	9	2	0	0
73MA	23	-16037	6	2	1	2
73MA	23	-15064	5	3	1	6
73MA	23	25006	5	3	1	5
73MA	23	19047	9	2	0	0
74JZ	24	29081	9	1	0	0
74JZ	24	29069	9	1	0	0
74JZ	24	27037	7	2	1	2
74JZ	24	18055	8	1	0	2
74JZ	24	26026	6	2	1	6
74JZ	24	28066	8	2	1	2
74JZ	24	28046	8	2	1	6
74JZ	24	28063	8	2	1	6
74JZ	24	29033	9	1	0	0
74JZ	24	28060	8	2	1	6
74JZ	24	29087	9	2	0	0
74JZ	24	25062	5	3	0	3
74JZ	24	17015	7	2	1	6
74JZ	24	17030	7	2	1	6
74JZ	24	19075	9	1	0	0
74JZ	24	19079	9	1	0	0
74JZ	24	17013	7	2	1	3
74JZ	24	-16042	6	3	1	6
74JZ	24	19020	9	1	0	0
74JZ	24	25010	5	1	0	2
74JZ	24	-15020	5	3	0	2
74JZ	24	18044	8	2	1	6
74JZ	24	-16049	6	1	1	2
74JZ	24	28048	8	2	0	3
74JZ	24	19008	9	3	0	0
74JZ	24	26003	6	3	1	3
74JZ	24	19041	9	1	0	0
74JZ	24	29008	9	1	0	0
74JZ	24	-15007	5	3	1	6
74JZ	24	28052	8	2	1	6
74JZ	24	-16064	6	3	1	2
74JZ	24	19033	9	2	0	0
74JZ	24	19019	9	2	0	0
74JZ	24	25021	5	3	1	6
74JZ	24	-15051	5	3	1	6
74JZ	24	17031	7	2	0	2
74JZ	24	29026	9	1	0	0
74JZ	24	17066	7	2	1	2
74JZ	24	-16005	6	3	1	2
74JZ	24	19048	9	1	0	0
74JZ	24	28056	8	1	1	2
74JZ	24	29067	9	1	0	0
74JZ	24	26034	6	3	1	6
74JZ	24	17003	7	1	1	6
74JZ	24	25049	5	3	1	4
74JZ	24	27044	7	1	0	2
74JZ	24	19016	9	2	0	0
74JZ	24	19068	9	1	0	0
74JZ	24	-16057	6	3	0	2
74JZ	24	29046	9	2	0	0
74JZ	24	27029	7	2	1	2
74JZ	24	25015	5	2	0	2
74JZ	24	-16047	6	3	1	2
74JZ	24	25020	5	3	1	6
74JZ	24	19080	9	1	0	0
74JZ	24	19065	9	1	0	0
74JZ	24	18059	8	3	0	6
74JZ	24	29051	9	1	0	0
74JZ	24	17040	7	3	1	6
74JZ	24	17028	7	2	1	3
74JZ	24	19021	9	1	0	0
74JZ	24	29022	9	2	0	0
74JZ	24	19038	9	3	0	0
74JZ	24	18034	8	2	0	2
74JZ	24	27006	7	2	1	6
74JZ	24	17017	7	2	0	3
74JZ	24	28039	8	2	1	6
74JZ	24	29062	9	3	0	0
74JZ	24	29055	9	1	0	0
74JZ	24	-16070	6	3	0	2
74JZ	24	27035	7	2	1	6
74JZ	24	-15001	5	3	1	6
74JZ	24	18012	8	2	1	6
74JZ	24	26068	6	3	0	2
74JZ	24	29016	9	1	0	0
74JZ	24	28053	8	2	1	6
74JZ	24	-16061	6	3	0	2
74JZ	24	27007	7	2	1	6
74JZ	24	28011	8	2	1	6
74JZ	24	25058	5	3	0	2
74JZ	24	26024	6	3	0	2
74JZ	24	-16009	6	2	0	6
74JZ	24	17068	7	2	1	6
74JZ	24	-15038	5	3	1	3
74JZ	24	26028	6	3	1	2
74JZ	24	26002	6	3	0	2
74JZ	24	18054	8	2	1	2
74JZ	24	-16035	6	3	1	6
74JZ	24	19022	9	1	0	0
74JZ	24	18024	8	1	1	2
74JZ	24	17045	7	2	1	6
74JZ	24	29075	9	1	0	0
74JZ	24	-15021	5	3	0	2
74JZ	24	29042	9	1	0	0
74JZ	24	25071	5	3	1	6
74JZ	24	19036	9	1	0	0
74JZ	24	25013	5	3	0	2
74JZ	24	-15071	5	3	1	6
74JZ	24	19074	9	1	0	0
74JZ	24	29066	9	1	0	0
74JZ	24	29040	9	1	0	0
74JZ	24	19009	9	1	0	0
74JZ	24	27018	7	1	0	6
74JZ	24	25070	5	3	0	2
74JZ	24	-16026	6	3	1	6
74JZ	24	28031	8	2	1	2
74JZ	24	25042	5	3	0	2
74JZ	24	29011	9	1	0	0
75SH	25	19020	9	1	0	0
75SH	25	29073	9	1	0	0
75SH	25	25006	5	3	0	6
75SH	25	25062	5	2	0	4
75SH	25	29038	9	1	0	0
75SH	25	29005	9	1	0	0
75SH	25	29033	9	1	0	0
75SH	25	-15047	5	3	1	4
75SH	25	-15044	5	2	1	6
75SH	25	19008	9	1	0	0
75SH	25	26056	6	3	1	3
75SH	25	27002	7	2	0	4
75SH	25	19048	9	1	0	0
75SH	25	-15054	5	3	0	4
75SH	25	-15029	5	3	1	4
75SH	25	-16003	6	3	1	4
75SH	25	19042	9	1	0	0
75SH	25	29032	9	1	0	0
75SH	25	29027	9	1	0	0
75SH	25	27022	7	2	0	3
75SH	25	-16067	6	3	1	6
75SH	25	28015	8	2	1	4
75SH	25	28054	8	2	0	4
75SH	25	28066	8	3	0	5
75SH	25	18019	8	3	0	2
75SH	25	25057	5	3	1	6
75SH	25	29021	9	1	0	0
75SH	25	29059	9	2	0	0
75SH	25	17059	7	3	1	3
75SH	25	-15033	5	3	1	4
75SH	25	26048	6	3	0	5
75SH	25	19072	9	1	0	0
75SH	25	17064	7	2	1	6
75SH	25	-16011	6	3	1	6
75SH	25	-16046	6	3	0	3
75SH	25	27038	7	2	0	3
75SH	25	28026	8	2	1	6
75SH	25	27052	7	2	1	5
75SH	25	19023	9	1	0	0
75SH	25	27028	7	3	1	6
75SH	25	28034	8	2	0	6
75SH	25	19007	9	1	0	0
75SH	25	26019	6	1	1	4
75SH	25	18039	8	2	0	5
75SH	25	-16061	6	3	1	4
75SH	25	18042	8	1	0	2
75SH	25	-16017	6	3	0	3
75SH	25	-15035	5	3	1	6
75SH	25	27007	7	2	1	3
75SH	25	29062	9	2	0	0
75SH	25	19018	9	1	0	0
75SH	25	27017	7	2	0	6
75SH	25	29064	9	1	0	0
75SH	25	18009	8	3	1	2
75SH	25	29031	9	1	0	0
75SH	25	28031	8	3	1	6
75SH	25	17025	7	2	0	3
75SH	25	-15069	5	3	0	5
75SH	25	28010	8	1	0	4
75SH	25	25003	5	1	1	4
75SH	25	26011	6	3	1	6
75SH	25	29009	9	1	0	0
75SH	25	17058	7	1	0	4
75SH	25	29020	9	1	0	0
75SH	25	17008	7	2	0	6
75SH	25	18001	8	2	1	3
75SH	25	17056	7	2	0	6
75SH	25	19050	9	1	0	0
75SH	25	27071	7	1	0	5
75SH	25	25064	5	1	1	3
75SH	25	26014	6	3	0	4
75SH	25	28049	8	1	1	5
75SH	25	19086	9	1	0	0
75SH	25	-16050	6	3	0	3
75SH	25	29007	9	1	0	0
75SH	25	28067	8	3	1	6
75SH	25	18006	8	2	0	3
75SH	25	-15065	5	3	1	5
75SH	25	18022	8	2	1	5
75SH	25	19076	9	1	0	0
75SH	25	28024	8	1	1	4
75SH	25	17028	7	2	0	4
75SH	25	27043	7	2	0	4
75SH	25	19035	9	1	0	0
75SH	25	29061	9	1	0	0
75SH	25	19047	9	1	0	0
75SH	25	19001	9	1	0	0
75SH	25	-16024	6	3	1	4
75SH	25	25045	5	3	0	4
75SH	25	27030	7	3	1	6
75SH	25	-15051	5	3	0	4
75SH	25	19046	9	1	0	0
75SH	25	-16014	6	3	1	3
75SH	25	26040	6	1	1	3
75SH	25	29086	9	1	0	0
75SH	25	-16038	6	3	1	4
75SH	25	28042	8	3	0	3
75SH	25	27070	7	2	1	4
75SH	25	26060	6	2	1	4
75SH	25	19021	9	1	0	0
75SH	25	-15032	5	3	1	6
75SH	25	29079	9	1	0	0
75SH	25	19010	9	1	0	0
75SH	25	25035	5	3	1	4
75SH	25	29063	9	1	0	0
75SH	25	-15015	5	2	0	1
75SH	25	19053	9	1	0	0
75SH	25	-16071	6	2	1	4
76MM	26	29029	9	1	0	0
76MM	26	27034	7	2	0	3
76MM	26	-16043	6	1	0	2
76MM	26	28012	8	2	0	5
76MM	26	29048	9	1	0	0
76MM	26	-15036	5	3	1	5
76MM	26	-16009	6	3	0	4
76MM	26	19064	9	2	0	0
76MM	26	28021	8	3	1	5
76MM	26	18058	8	3	1	3
76MM	26	-16025	6	3	1	3
76MM	26	26052	6	1	1	4
76MM	26	-15047	5	3	1	4
76MM	26	28005	8	2	1	4
76MM	26	29088	9	1	0	0
76MM	26	-15014	5	1	1	6
76MM	26	-16008	6	2	0	3
76MM	26	19038	9	3	0	0
76MM	26	18027	8	3	0	3
76MM	26	27009	7	1	0	3
76MM	26	29057	9	2	0	0
76MM	26	-15049	5	3	1	3
76MM	26	17018	7	1	1	3
76MM	26	25042	5	3	0	4
76MM	26	27061	7	1	1	4
76MM	26	29067	9	1	0	0
76MM	26	19051	9	1	0	0
76MM	26	26030	6	1	1	3
76MM	26	29019	9	1	0	0
76MM	26	-15006	5	3	0	4
76MM	26	17072	7	1	1	6
76MM	26	25060	5	1	1	4
76MM	26	26017	6	1	1	6
76MM	26	26065	6	3	1	5
76MM	26	18020	8	2	1	3
76MM	26	19026	9	1	0	0
76MM	26	19061	9	1	0	0
76MM	26	18070	8	2	0	3
76MM	26	28046	8	3	0	4
76MM	26	25049	5	3	0	4
76MM	26	26008	6	3	0	3
76MM	26	27004	7	2	1	5
76MM	26	19039	9	1	0	0
76MM	26	27023	7	2	1	5
76MM	26	19080	9	1	0	0
76MM	26	19021	9	1	0	0
76MM	26	27039	7	2	0	3
76MM	26	-15038	5	2	1	5
76MM	26	29016	9	1	0	0
76MM	26	19037	9	1	0	0
76MM	26	18003	8	3	1	4
76MM	26	19034	9	1	0	0
76MM	26	19010	9	1	0	0
76MM	26	17039	7	2	1	4
76MM	26	19087	9	2	0	0
76MM	26	25025	5	2	0	2
76MM	26	29040	9	1	0	0
76MM	26	19079	9	1	0	0
76MM	26	25043	5	1	0	3
76MM	26	19024	9	1	0	0
76MM	26	19040	9	1	0	0
76MM	26	29070	9	1	0	0
76MM	26	-16016	6	3	1	4
76MM	26	28048	8	1	1	3
76MM	26	28057	8	2	1	4
76MM	26	29006	9	1	0	0
76MM	26	-15061	5	2	1	4
76MM	26	-16033	6	3	0	4
76MM	26	29069	9	1	0	0
76MM	26	29023	9	1	0	0
76MM	26	19004	9	1	0	0
76MM	26	-15041	5	2	1	4
76MM	26	27015	7	3	1	3
76MM	26	18063	8	1	0	2
76MM	26	29085	9	2	0	0
76MM	26	-15021	5	3	0	4
76MM	26	25031	5	3	0	4
76MM	26	29050	9	1	0	0
76MM	26	28001	8	2	1	5
76MM	26	27071	7	1	1	5
76MM	26	27013	7	2	0	3
76MM	26	19020	9	1	0	0
76MM	26	17031	7	2	1	4
76MM	26	25036	5	3	1	4
76MM	26	18002	8	3	0	3
76MM	26	28020	8	2	0	5
76MM	26	-16051	6	2	1	4
76MM	26	25067	5	1	1	5
76MM	26	17054	7	2	0	4
76MM	26	29053	9	3	0	0
76MM	26	-16066	6	2	1	6
76MM	26	-16029	6	1	1	4
76MM	26	26037	6	1	1	3
76MM	26	19050	9	1	0	0
76MM	26	28063	8	1	1	4
76MM	26	18056	8	2	0	3
76MM	26	28070	8	1	1	3
76MM	26	29075	9	1	0	0
76MM	26	26056	6	1	1	5
76MM	26	29007	9	1	0	0
76MM	26	29087	9	1	0	0
76MM	26	26028	6	2	1	5
76MM	26	-15023	5	3	1	6
76MM	26	17011	7	1	1	5
76MM	26	-16067	6	3	0	4
76MM	26	17059	7	2	1	6
76MM	26	17046	7	1	1	4
76MM	26	27054	7	1	1	5
77DT	27	29016	9	1	0	0
77DT	27	25049	5	2	0	3
77DT	27	-16004	6	2	1	6
77DT	27	-16042	6	1	0	4
77DT	27	29046	9	1	0	0
77DT	27	19066	9	1	0	0
77DT	27	17052	7	1	0	4
77DT	27	19083	9	1	0	0
77DT	27	27071	7	1	1	5
77DT	27	26029	6	2	1	5
77DT	27	29033	9	1	0	0
77DT	27	25002	5	3	0	3
77DT	27	18022	8	1	1	4
77DT	27	29019	9	1	0	0
77DT	27	-15044	5	3	0	4
77DT	27	19087	9	2	0	0
77DT	27	18055	8	1	0	3
77DT	27	25044	5	2	0	3
77DT	27	27032	7	2	1	6
77DT	27	27057	7	2	0	4
77DT	27	29051	9	1	0	0
77DT	27	18053	8	2	0	1
77DT	27	29029	9	1	0	0
77DT	27	19037	9	1	0	0
77DT	27	27005	7	1	0	2
77DT	27	18031	8	2	0	2
77DT	27	19059	9	1	0	0
77DT	27	-16006	6	2	1	2
77DT	27	19001	9	1	0	0
77DT	27	28062	8	2	0	3
77DT	27	-16068	6	3	1	5
77DT	27	19052	9	1	0	0
77DT	27	-15026	5	1	1	2
77DT	27	-15058	5	3	1	4
77DT	27	19038	9	1	0	0
77DT	27	28011	8	1	0	5
77DT	27	17010	7	2	0	4
77DT	27	19025	9	1	0	0
77DT	27	-15063	5	2	1	5
77DT	27	26051	6	3	1	6
77DT	27	29086	9	2	0	0
77DT	27	17069	7	1	0	2
77DT	27	18002	8	2	1	2
77DT	27	-16045	6	3	1	2
77DT	27	26016	6	3	0	3
77DT	27	19020	9	1	0	0
77DT	27	17060	7	1	0	5
77DT	27	28038	8	3	1	1
77DT	27	-15019	5	3	1	3
77DT	27	28027	8	3	1	5
77DT	27	29077	9	2	0	0
77DT	27	27047	7	3	1	6
77DT	27	26007	6	2	0	2
77DT	27	25023	5	3	1	5
77DT	27	29037	9	1	0	0
77DT	27	29005	9	2	0	0
77DT	27	29052	9	1	0	0
77DT	27	29040	9	1	0	0
