subj	subj_idx	item	condition	item_mem	Bmem	Bconf
61JM	12	26004	6	3	1	6
61JM	12	19011	9	1	0	0
61JM	12	28053	8	2	1	5
61JM	12	-16016	6	2	1	3
61JM	12	-15012	5	3	1	6
61JM	12	17050	7	2	1	4
61JM	12	17033	7	3	1	6
61JM	12	19051	9	1	0	0
61JM	12	19022	9	1	0	0
61JM	12	28072	8	2	1	6
61JM	12	19006	9	1	0	0
61JM	12	19046	9	1	0	0
61JM	12	25048	5	3	1	6
61JM	12	17066	7	1	1	5
61JM	12	29002	9	1	0	0
61JM	12	25036	5	3	0	1
61JM	12	-15056	5	3	1	6
61JM	12	26019	6	3	1	6
61JM	12	-15061	5	3	1	5
61JM	12	28059	8	2	1	2
61JM	12	29036	9	1	0	0
61JM	12	27022	7	2	1	3
61JM	12	-16007	6	3	0	2
61JM	12	27008	7	2	1	5
61JM	12	28012	8	1	1	4
61JM	12	29044	9	1	0	0
61JM	12	29083	9	1	0	0
61JM	12	19003	9	1	0	0
61JM	12	18032	8	1	1	5
61JM	12	19021	9	1	0	0
61JM	12	29078	9	1	0	0
61JM	12	-16069	6	3	0	4
61JM	12	17021	7	2	1	6
61JM	12	18072	8	1	0	5
61JM	12	19041	9	1	0	0
61JM	12	-15028	5	2	1	6
61JM	12	26065	6	3	1	6
61JM	12	26041	6	3	1	6
61JM	12	17035	7	2	1	6
61JM	12	17044	7	3	1	4
61JM	12	17042	7	2	1	3
61JM	12	19016	9	3	0	0
61JM	12	25038	5	1	0	3
61JM	12	19030	9	1	0	0
62AD	13	29083	9	1	0	0
62AD	13	-15003	5	1	0	3
62AD	13	26019	6	2	0	1
62AD	13	-15019	5	1	0	3
62AD	13	29079	9	1	0	0
62AD	13	18052	8	2	1	3
62AD	13	-16033	6	3	0	4
62AD	13	25066	5	3	1	3
62AD	13	27013	7	2	0	2
62AD	13	27025	7	3	0	3
62AD	13	27008	7	1	1	3
62AD	13	19016	9	1	0	0
62AD	13	18011	8	2	1	3
62AD	13	29051	9	1	0	0
62AD	13	29067	9	1	0	0
62AD	13	17071	7	3	0	2
62AD	13	26028	6	3	0	3
62AD	13	18008	8	2	0	3
62AD	13	18044	8	1	0	3
62AD	13	19074	9	1	0	0
62AD	13	19033	9	1	0	0
62AD	13	29039	9	1	0	0
62AD	13	28067	8	2	0	3
62AD	13	26042	6	3	0	2
62AD	13	29042	9	1	0	0
62AD	13	27009	7	2	1	4
62AD	13	19028	9	1	0	0
62AD	13	19085	9	1	0	0
62AD	13	-15046	5	3	0	3
62AD	13	19009	9	1	0	0
62AD	13	19062	9	1	0	0
62AD	13	28051	8	3	0	4
62AD	13	19026	9	1	0	0
62AD	13	17036	7	2	0	2
62AD	13	-15022	5	3	0	3
62AD	13	-15053	5	3	1	3
62AD	13	19014	9	1	0	0
62AD	13	19051	9	1	0	0
62AD	13	28002	8	2	0	2
62AD	13	26021	6	2	0	2
62AD	13	19049	9	1	0	0
62AD	13	18056	8	2	0	4
62AD	13	-16069	6	2	1	3
62AD	13	-15028	5	3	0	2
62AD	13	27054	7	1	1	1
62AD	13	25016	5	2	1	3
62AD	13	-16015	6	3	0	3
62AD	13	29010	9	1	0	0
62AD	13	28058	8	2	1	4
62AD	13	26012	6	3	1	2
62AD	13	27033	7	2	1	3
62AD	13	-16067	6	3	0	2
62AD	13	27003	7	2	0	5
62AD	13	25056	5	2	1	4
62AD	13	19004	9	1	0	0
62AD	13	29075	9	2	0	0
62AD	13	28048	8	2	1	3
62AD	13	29035	9	1	0	0
62AD	13	18005	8	2	0	2
62AD	13	-16024	6	2	0	2
62AD	13	27063	7	2	0	2
62AD	13	17049	7	2	1	5
62AD	13	19063	9	1	0	0
62AD	13	26039	6	3	1	5
62AD	13	29058	9	2	0	0
62AD	13	-15065	5	3	0	2
62AD	13	-15030	5	1	0	2
62AD	13	17038	7	3	1	3
62AD	13	-15018	5	3	0	2
62AD	13	17062	7	1	0	5
62AD	13	26045	6	3	1	2
62AD	13	29031	9	1	0	0
62AD	13	26062	6	2	0	4
62AD	13	29073	9	1	0	0
62AD	13	25050	5	2	0	5
62AD	13	29038	9	1	0	0
62AD	13	29045	9	2	0	0
62AD	13	26006	6	1	0	2
62AD	13	29070	9	1	0	0
62AD	13	19047	9	1	0	0
62AD	13	29057	9	2	0	0
62AD	13	19040	9	1	0	0
62AD	13	28038	8	1	0	3
62AD	13	-16063	6	3	0	2
62AD	13	25023	5	2	0	2
62AD	13	28036	8	2	1	6
62AD	13	18040	8	1	0	2
62AD	13	18031	8	3	0	2
62AD	13	17025	7	1	0	3
62AD	13	29009	9	1	0	0
62AD	13	-15059	5	3	1	2
62AD	13	26030	6	3	0	2
62AD	13	19077	9	1	0	0
62AD	13	27069	7	1	0	4
62AD	13	-16009	6	3	0	1
62AD	13	27071	7	1	0	4
62AD	13	25059	5	1	1	2
62AD	13	28031	8	1	1	3
62AD	13	18002	8	1	0	2
62AD	13	18014	8	1	1	5
62AD	13	29066	9	1	0	0
62AD	13	19037	9	1	0	0
62AD	13	-15047	5	3	1	6
62AD	13	-16057	6	1	1	2
62AD	13	27018	7	3	0	3
62AD	13	19058	9	3	0	0
62AD	13	17042	7	1	1	3
62AD	13	25043	5	3	1	3
63SS	14	19058	9	2	0	0
63SS	14	28071	8	1	0	2
63SS	14	25053	5	3	1	2
63SS	14	29048	9	2	0	0
63SS	14	27020	7	2	1	4
63SS	14	-16024	6	2	0	4
63SS	14	-16042	6	1	1	2
63SS	14	25004	5	1	1	2
63SS	14	19044	9	1	0	0
63SS	14	29056	9	1	0	0
63SS	14	19026	9	1	0	0
63SS	14	18026	8	2	0	3
63SS	14	-16056	6	3	1	2
63SS	14	26022	6	3	0	1
63SS	14	18050	8	2	1	4
63SS	14	29085	9	1	0	0
63SS	14	29007	9	1	0	0
63SS	14	-16048	6	1	1	4
63SS	14	29040	9	1	0	0
63SS	14	28006	8	2	1	2
63SS	14	-16065	6	3	1	3
63SS	14	17063	7	2	0	1
63SS	14	27058	7	3	1	2
63SS	14	28042	8	1	1	3
63SS	14	-15039	5	3	1	2
63SS	14	19087	9	3	0	0
63SS	14	18067	8	1	1	2
63SS	14	-15030	5	3	0	1
63SS	14	29078	9	1	0	0
63SS	14	19016	9	1	0	0
63SS	14	19060	9	1	0	0
63SS	14	25044	5	1	1	6
63SS	14	-16072	6	3	1	4
63SS	14	27046	7	3	0	2
63SS	14	25015	5	3	1	3
63SS	14	18060	8	2	1	6
63SS	14	18019	8	3	0	3
63SS	14	18043	8	1	0	1
63SS	14	27038	7	3	1	3
63SS	14	-15004	5	2	0	1
63SS	14	17069	7	1	1	1
63SS	14	29070	9	1	0	0
63SS	14	17015	7	2	0	1
63SS	14	29030	9	1	0	0
63SS	14	17018	7	3	1	4
63SS	14	29041	9	1	0	0
63SS	14	19020	9	1	0	0
63SS	14	-16046	6	3	1	6
63SS	14	-15031	5	3	1	5
63SS	14	19062	9	1	0	0
63SS	14	26040	6	1	1	1
63SS	14	25017	5	3	1	1
63SS	14	19030	9	1	0	0
63SS	14	27049	7	3	0	1
63SS	14	29051	9	1	0	0
63SS	14	29019	9	1	0	0
63SS	14	-15009	5	1	1	3
63SS	14	17035	7	3	1	1
63SS	14	28023	8	2	0	5
63SS	14	19010	9	1	0	0
63SS	14	28027	8	2	1	6
63SS	14	17057	7	2	1	3
63SS	14	26008	6	3	1	1
63SS	14	19090	9	1	0	0
63SS	14	29006	9	1	0	0
63SS	14	19004	9	2	0	0
63SS	14	17062	7	1	1	6
63SS	14	25010	5	3	1	4
63SS	14	29035	9	1	0	0
63SS	14	17051	7	2	0	1
63SS	14	28047	8	2	1	3
63SS	14	19013	9	1	0	0
63SS	14	19039	9	1	0	0
63SS	14	19024	9	1	0	0
63SS	14	26033	6	3	1	3
63SS	14	17037	7	2	1	3
63SS	14	25012	5	2	1	6
63SS	14	28013	8	3	1	1
63SS	14	17005	7	2	0	1
63SS	14	18001	8	3	1	1
63SS	14	-16014	6	1	1	6
63SS	14	25055	5	3	1	6
63SS	14	17021	7	2	0	1
63SS	14	28030	8	1	0	3
63SS	14	26062	6	3	0	2
63SS	14	19074	9	2	0	0
63SS	14	18012	8	3	0	2
63SS	14	-15008	5	3	1	6
63SS	14	-15034	5	2	1	2
63SS	14	27070	7	2	1	1
63SS	14	26036	6	3	1	2
63SS	14	26064	6	3	0	5
63SS	14	25001	5	3	1	2
63SS	14	29014	9	2	0	0
63SS	14	19031	9	1	0	0
63SS	14	-16053	6	3	1	6
63SS	14	25051	5	1	1	6
63SS	14	29011	9	2	0	0
63SS	14	25065	5	3	0	1
63SS	14	19032	9	2	0	0
63SS	14	27060	7	2	0	1
63SS	14	26032	6	3	0	3
63SS	14	29046	9	2	0	0
63SS	14	18027	8	2	0	1
63SS	14	29003	9	2	0	0
63SS	14	26026	6	1	1	3
63SS	14	29043	9	1	0	0
63SS	14	28068	8	1	1	2
64SS	15	19089	9	1	0	0
64SS	15	29036	9	1	0	0
64SS	15	28041	8	2	0	3
64SS	15	29041	9	1	0	0
64SS	15	29045	9	0	0	0
64SS	15	29008	9	2	0	0
64SS	15	29034	9	1	0	0
64SS	15	17060	7	2	0	4
64SS	15	19055	9	1	0	0
64SS	15	-15019	5	3	0	2
64SS	15	26017	6	3	0	6
64SS	15	-16058	6	3	0	2
64SS	15	18047	8	2	1	3
64SS	15	19035	9	1	0	0
64SS	15	-16052	6	3	0	3
64SS	15	28061	8	1	0	2
64SS	15	17072	7	2	0	2
64SS	15	19050	9	1	0	0
64SS	15	19058	9	0	0	0
64SS	15	28013	8	2	0	3
64SS	15	-16055	6	3	1	4
64SS	15	17050	7	2	1	6
64SS	15	26005	6	3	1	3
64SS	15	26071	6	1	1	2
64SS	15	-15046	5	3	1	3
64SS	15	28010	8	2	1	2
64SS	15	19012	9	1	0	0
64SS	15	29086	9	1	0	0
64SS	15	19052	9	1	0	0
64SS	15	25008	5	3	1	3
64SS	15	18008	8	2	1	2
64SS	15	-15002	5	3	1	4
64SS	15	17025	7	2	1	3
64SS	15	28021	8	2	1	3
64SS	15	27031	7	3	0	2
64SS	15	29051	9	1	0	0
64SS	15	28050	8	2	1	2
64SS	15	18067	8	2	1	2
64SS	15	17037	7	3	0	4
64SS	15	17069	7	1	1	3
64SS	15	29059	9	2	0	0
64SS	15	-16027	6	3	0	2
64SS	15	-15018	5	3	0	4
64SS	15	25047	5	3	1	3
64SS	15	27053	7	2	0	2
64SS	15	-15006	5	2	0	4
64SS	15	29061	9	2	0	0
64SS	15	19079	9	1	0	0
64SS	15	26046	6	3	0	3
64SS	15	-15016	5	2	1	3
64SS	15	26023	6	3	0	5
64SS	15	17013	7	2	1	5
64SS	15	19023	9	1	0	0
64SS	15	-15054	5	3	0	4
64SS	15	29032	9	1	0	0
64SS	15	27063	7	2	1	4
64SS	15	27059	7	2	1	2
64SS	15	29053	9	2	0	0
64SS	15	28067	8	2	1	3
64SS	15	-16011	6	3	0	3
64SS	15	26036	6	3	0	3
64SS	15	18036	8	2	1	3
64SS	15	18065	8	2	1	1
64SS	15	19013	9	1	0	0
64SS	15	29022	9	1	0	0
64SS	15	18063	8	1	1	3
64SS	15	29089	9	1	0	0
64SS	15	27025	7	2	0	4
64SS	15	27011	7	2	1	2
64SS	15	27069	7	2	0	5
64SS	15	25016	5	3	1	2
64SS	15	19076	9	1	0	0
64SS	15	19085	9	1	0	0
64SS	15	29015	9	2	0	0
64SS	15	25002	5	3	0	4
64SS	15	18029	8	3	0	3
64SS	15	19010	9	1	0	0
64SS	15	27003	7	2	1	2
64SS	15	25019	5	3	1	4
64SS	15	19065	9	1	0	0
64SS	15	27065	7	3	1	3
64SS	15	28038	8	2	0	4
64SS	15	29002	9	1	0	0
64SS	15	-16042	6	3	1	4
64SS	15	27051	7	3	0	4
64SS	15	19019	9	1	0	0
64SS	15	-15034	5	2	1	5
64SS	15	29046	9	1	0	0
64SS	15	25034	5	3	1	2
64SS	15	19027	9	1	0	0
64SS	15	29085	9	3	0	0
64SS	15	28040	8	2	0	2
64SS	15	-16043	6	2	0	3
64SS	15	-16040	6	3	1	2
64SS	15	25055	5	3	0	2
64SS	15	26030	6	3	1	4
64SS	15	18004	8	2	0	3
64SS	15	29087	9	2	0	0
64SS	15	19007	9	1	0	0
64SS	15	-16023	6	3	1	3
64SS	15	-15010	5	3	1	6
64SS	15	27027	7	3	0	2
64SS	15	26058	6	3	1	6
64SS	15	18021	8	2	0	4
64SS	15	19069	9	2	0	0
64SS	15	-15062	5	1	0	2
64SS	15	-15032	5	3	1	6
64SS	15	26044	6	3	1	3
65LB	16	19029	9	1	0	0
65LB	16	28028	8	2	1	4
65LB	16	19055	9	1	0	0
65LB	16	19053	9	2	0	0
65LB	16	-16023	6	1	0	4
65LB	16	29077	9	1	0	0
65LB	16	17056	7	1	0	4
65LB	16	18017	8	2	0	2
65LB	16	19054	9	2	0	0
65LB	16	26051	6	2	1	3
65LB	16	28020	8	2	0	3
65LB	16	-16019	6	2	1	4
65LB	16	29059	9	1	0	0
65LB	16	29062	9	1	0	0
65LB	16	-16010	6	3	1	1
65LB	16	18051	8	3	0	4
65LB	16	19056	9	1	0	0
65LB	16	27043	7	2	0	4
65LB	16	-15049	5	1	1	4
65LB	16	26023	6	2	0	2
65LB	16	19033	9	2	0	0
65LB	16	26061	6	1	1	2
65LB	16	19022	9	1	0	0
65LB	16	27047	7	3	0	3
65LB	16	19030	9	1	0	0
65LB	16	25066	5	3	1	3
65LB	16	-15069	5	3	0	3
65LB	16	29023	9	1	0	0
65LB	16	27022	7	2	0	3
65LB	16	-15028	5	3	0	4
65LB	16	28013	8	2	0	3
65LB	16	28015	8	1	0	1
65LB	16	25064	5	2	1	5
65LB	16	25069	5	1	1	3
65LB	16	27071	7	1	0	6
65LB	16	-15015	5	2	1	5
65LB	16	25038	5	3	0	5
65LB	16	29079	9	1	0	0
65LB	16	27008	7	1	1	1
65LB	16	-16014	6	3	0	2
65LB	16	28025	8	2	0	2
65LB	16	25010	5	1	0	3
65LB	16	17012	7	2	0	3
65LB	16	17022	7	1	0	4
65LB	16	29031	9	1	0	0
65LB	16	-16035	6	3	0	3
65LB	16	17003	7	3	1	6
65LB	16	29035	9	0	0	0
65LB	16	29065	9	2	0	0
65LB	16	26031	6	3	0	3
65LB	16	19037	9	1	0	0
65LB	16	18025	8	2	1	3
65LB	16	19035	9	1	0	0
65LB	16	18071	8	3	1	3
65LB	16	19038	9	2	0	0
65LB	16	19052	9	1	0	0
65LB	16	28041	8	1	0	3
65LB	16	25059	5	2	0	2
65LB	16	19084	9	1	0	0
65LB	16	-16033	6	2	0	3
65LB	16	25030	5	2	0	2
65LB	16	27012	7	1	0	6
65LB	16	29022	9	3	0	0
65LB	16	26055	6	3	1	1
65LB	16	29063	9	1	0	0
65LB	16	-16043	6	2	0	3
65LB	16	-15054	5	1	1	2
65LB	16	29090	9	1	0	0
65LB	16	17045	7	2	1	3
65LB	16	-15031	5	2	0	2
65LB	16	28036	8	1	0	4
65LB	16	19076	9	1	0	0
65LB	16	29027	9	1	0	0
65LB	16	-15065	5	1	1	2
65LB	16	27018	7	2	1	3
65LB	16	26068	6	2	0	2
65LB	16	28002	8	1	0	2
65LB	16	19034	9	1	0	0
65LB	16	29049	9	1	0	0
65LB	16	29087	9	1	0	0
65LB	16	17068	7	3	0	1
65LB	16	17064	7	2	0	2
65LB	16	18030	8	2	0	3
65LB	16	19042	9	1	0	0
65LB	16	17008	7	1	0	2
65LB	16	29029	9	1	0	0
65LB	16	26034	6	3	0	6
65LB	16	19023	9	1	0	0
65LB	16	27040	7	2	0	2
65LB	16	27058	7	2	0	2
65LB	16	25054	5	3	0	1
65LB	16	26003	6	1	1	2
65LB	16	-16002	6	1	0	3
65LB	16	-15041	5	1	1	3
65LB	16	28050	8	2	1	3
65LB	16	29030	9	1	0	0
65LB	16	29043	9	2	0	0
65LB	16	-15048	5	2	0	3
65LB	16	17058	7	3	0	1
65LB	16	-16062	6	2	0	6
65LB	16	18059	8	2	0	3
65LB	16	18005	8	1	1	1
65LB	16	18039	8	1	1	6
65LB	16	-16038	6	1	0	3
65LB	16	28006	8	1	0	3
65LB	16	25045	5	1	0	1
65LB	16	19089	9	1	0	0
65LB	16	29046	9	1	0	0
66KW	17	19045	9	1	0	0
66KW	17	26066	6	2	1	6
66KW	17	19088	9	1	0	0
66KW	17	29040	9	1	0	0
66KW	17	17033	7	2	1	6
66KW	17	18039	8	3	1	2
66KW	17	-16070	6	3	0	3
66KW	17	26068	6	3	1	3
66KW	17	-16035	6	3	1	3
66KW	17	18060	8	2	1	2
66KW	17	25023	5	3	1	4
66KW	17	19023	9	1	0	0
66KW	17	26003	6	2	1	5
66KW	17	19051	9	1	0	0
66KW	17	19038	9	2	0	0
66KW	17	17068	7	2	0	5
66KW	17	-15019	5	3	1	2
66KW	17	26072	6	2	1	4
66KW	17	29020	9	1	0	0
66KW	17	-15054	5	3	1	5
66KW	17	19009	9	1	0	0
66KW	17	28026	8	2	1	5
66KW	17	29068	9	1	0	0
66KW	17	29073	9	1	0	0
66KW	17	25055	5	3	1	5
66KW	17	-15001	5	3	0	1
66KW	17	-15029	5	3	1	6
66KW	17	28034	8	2	1	3
66KW	17	27001	7	2	1	3
66KW	17	28010	8	2	1	3
66KW	17	29035	9	1	0	0
66KW	17	17004	7	2	1	6
66KW	17	27019	7	2	1	2
66KW	17	29051	9	1	0	0
66KW	17	27021	7	2	1	2
66KW	17	26014	6	2	0	1
66KW	17	29017	9	1	0	0
66KW	17	27007	7	2	0	3
66KW	17	-15011	5	3	1	5
66KW	17	18065	8	2	0	3
66KW	17	29059	9	1	0	0
66KW	17	19024	9	1	0	0
66KW	17	29069	9	1	0	0
66KW	17	19058	9	1	0	0
66KW	17	-16009	6	3	0	2
66KW	17	28006	8	2	1	5
66KW	17	27030	7	1	1	2
66KW	17	-15027	5	3	1	6
66KW	17	25028	5	3	0	3
66KW	17	28041	8	2	1	6
66KW	17	17026	7	2	1	5
66KW	17	19017	9	1	0	0
66KW	17	-16057	6	2	0	2
66KW	17	28063	8	3	1	4
66KW	17	19011	9	1	0	0
66KW	17	28037	8	2	0	3
66KW	17	18047	8	1	1	6
66KW	17	18006	8	2	0	2
66KW	17	26059	6	3	0	3
66KW	17	27044	7	2	0	2
66KW	17	19026	9	1	0	0
66KW	17	18062	8	2	0	3
66KW	17	18016	8	2	1	3
66KW	17	25058	5	3	1	2
66KW	17	28062	8	3	0	2
66KW	17	17045	7	2	0	3
66KW	17	-15044	5	2	1	6
66KW	17	27045	7	2	0	4
66KW	17	19087	9	2	0	0
66KW	17	29078	9	2	0	0
66KW	17	19090	9	1	0	0
66KW	17	29060	9	1	0	0
66KW	17	-16063	6	3	0	2
66KW	17	26049	6	3	1	3
66KW	17	-16022	6	2	0	2
66KW	17	25016	5	3	0	1
66KW	17	17018	7	2	1	5
66KW	17	25039	5	3	1	4
66KW	17	19070	9	1	0	0
66KW	17	29065	9	1	0	0
66KW	17	27048	7	2	0	2
66KW	17	25036	5	3	0	4
66KW	17	29062	9	2	0	0
66KW	17	29009	9	1	0	0
66KW	17	-16052	6	3	1	6
66KW	17	26017	6	2	1	2
66KW	17	-16014	6	3	0	1
66KW	17	19031	9	1	0	0
66KW	17	18023	8	1	0	2
66KW	17	29030	9	1	0	0
66KW	17	-16056	6	2	0	2
66KW	17	18049	8	2	1	5
66KW	17	27032	7	3	1	5
66KW	17	29067	9	1	0	0
66KW	17	26069	6	3	1	4
66KW	17	27051	7	2	0	2
66KW	17	19022	9	1	0	0
66KW	17	27054	7	2	0	3
66KW	17	17071	7	2	0	3
66KW	17	29034	9	1	0	0
66KW	17	-15038	5	2	0	3
66KW	17	19001	9	1	0	0
66KW	17	-15007	5	2	1	6
66KW	17	-15031	5	3	1	3
66KW	17	28012	8	2	1	2
66KW	17	-15042	5	3	1	5
66KW	17	29061	9	1	0	0
66KW	17	19071	9	1	0	0
68JF	18	29073	9	1	0	0
68JF	18	28041	8	3	1	6
68JF	18	26049	6	2	1	6
68JF	18	27035	7	2	0	4
68JF	18	-16024	6	2	0	3
68JF	18	19050	9	2	0	0
68JF	18	25051	5	3	0	2
68JF	18	18014	8	2	0	6
68JF	18	28034	8	2	1	6
68JF	18	25045	5	3	0	4
68JF	18	19046	9	1	0	0
68JF	18	27031	7	3	1	5
68JF	18	19080	9	1	0	0
68JF	18	19016	9	1	0	0
68JF	18	-16037	6	3	0	1
68JF	18	26005	6	2	1	5
68JF	18	-15026	5	3	1	6
68JF	18	18071	8	3	1	6
68JF	18	27069	7	1	0	5
68JF	18	25054	5	2	1	6
68JF	18	28021	8	2	1	6
68JF	18	18045	8	2	0	6
68JF	18	19006	9	1	0	0
68JF	18	29067	9	2	0	0
68JF	18	19009	9	1	0	0
68JF	18	18047	8	2	0	3
68JF	18	-15036	5	3	1	6
68JF	18	-15006	5	3	1	4
68JF	18	29032	9	2	0	0
68JF	18	27009	7	2	1	4
68JF	18	25028	5	3	1	6
68JF	18	17052	7	2	1	6
68JF	18	17001	7	2	1	5
68JF	18	26062	6	3	1	4
68JF	18	18033	8	3	0	5
68JF	18	29036	9	1	0	0
68JF	18	19023	9	1	0	0
68JF	18	17031	7	2	0	4
68JF	18	29056	9	1	0	0
68JF	18	27063	7	0	0	3
68JF	18	19028	9	1	0	0
68JF	18	18050	8	2	1	6
68JF	18	19043	9	1	0	0
68JF	18	25040	5	1	0	6
68JF	18	29016	9	2	0	0
68JF	18	17044	7	2	1	4
68JF	18	26008	6	2	1	5
68JF	18	19037	9	1	0	0
68JF	18	26048	6	3	0	6
68JF	18	19051	9	1	0	0
68JF	18	26030	6	2	0	5
68JF	18	-15019	5	3	1	3
68JF	18	19041	9	1	0	0
68JF	18	26038	6	3	1	6
68JF	18	19052	9	1	0	0
68JF	18	29015	9	2	0	0
68JF	18	27044	7	2	0	4
68JF	18	29080	9	2	0	0
68JF	18	28014	8	1	0	6
68JF	18	18007	8	2	0	4
68JF	18	27072	7	2	1	6
68JF	18	-15012	5	3	1	6
68JF	18	-16055	6	3	0	6
68JF	18	29060	9	1	0	0
68JF	18	28004	8	2	1	3
68JF	18	29074	9	2	0	0
68JF	18	28056	8	2	1	6
68JF	18	17029	7	3	0	2
68JF	18	-16065	6	3	1	5
68JF	18	25011	5	3	0	4
68JF	18	29041	9	1	0	0
68JF	18	28067	8	2	1	6
68JF	18	19027	9	1	0	0
68JF	18	26060	6	3	1	6
68JF	18	29013	9	2	0	0
68JF	18	-16057	6	3	1	6
68JF	18	25026	5	3	1	6
68JF	18	29033	9	1	0	0
68JF	18	-15069	5	3	0	3
68JF	18	29003	9	2	0	0
68JF	18	18015	8	2	1	6
68JF	18	18068	8	2	0	3
68JF	18	19066	9	1	0	0
68JF	18	26066	6	3	1	5
68JF	18	25058	5	3	1	4
68JF	18	17018	7	3	1	4
68JF	18	18060	8	3	1	6
68JF	18	27002	7	2	1	5
68JF	18	29039	9	1	0	0
68JF	18	-16062	6	3	1	6
68JF	18	19073	9	1	0	0
68JF	18	19014	9	1	0	0
68JF	18	29007	9	1	0	0
68JF	18	18040	8	2	1	3
68JF	18	-15004	5	3	1	4
68JF	18	-16064	6	1	1	6
68JF	18	17010	7	2	1	6
68JF	18	29004	9	1	0	0
68JF	18	-15022	5	3	1	6
68JF	18	29029	9	2	0	0
68JF	18	26020	6	3	0	4
68JF	18	17053	7	2	1	6
68JF	18	27018	7	2	0	6
68JF	18	-15028	5	3	0	3
68JF	18	19029	9	1	0	0
68JF	18	17042	7	2	1	6
68JF	18	26015	6	3	1	6
68JF	18	25024	5	3	1	6
69SJ	19	19041	9	1	0	0
69SJ	19	-16019	6	1	1	5
69SJ	19	26028	6	3	1	3
69SJ	19	25047	5	2	0	2
69SJ	19	29060	9	1	0	0
69SJ	19	18045	8	2	0	3
69SJ	19	26039	6	3	1	3
69SJ	19	19042	9	1	0	0
69SJ	19	17039	7	2	0	2
69SJ	19	19075	9	1	0	0
69SJ	19	28010	8	1	1	3
69SJ	19	-15034	5	3	1	5
69SJ	19	29065	9	2	0	0
69SJ	19	29083	9	1	0	0
69SJ	19	26071	6	3	0	3
69SJ	19	18037	8	3	0	1
69SJ	19	28025	8	2	1	5
69SJ	19	26068	6	3	1	5
69SJ	19	19011	9	1	0	0
69SJ	19	28042	8	2	1	4
69SJ	19	19045	9	2	0	0
69SJ	19	-16043	6	3	0	4
69SJ	19	-15058	5	2	0	2
69SJ	19	27021	7	2	1	4
69SJ	19	17024	7	1	1	4
69SJ	19	-15004	5	2	0	4
69SJ	19	19053	9	1	0	0
69SJ	19	27065	7	2	0	3
69SJ	19	18059	8	3	0	4
69SJ	19	29090	9	2	0	0
69SJ	19	26050	6	1	0	4
69SJ	19	29009	9	1	0	0
69SJ	19	25036	5	3	1	4
69SJ	19	17013	7	2	1	4
69SJ	19	29038	9	1	0	0
69SJ	19	27034	7	2	0	3
69SJ	19	-16021	6	3	0	3
69SJ	19	-16048	6	2	1	2
69SJ	19	25063	5	2	1	3
69SJ	19	17016	7	2	1	6
69SJ	19	29049	9	1	0	0
69SJ	19	29008	9	1	0	0
69SJ	19	18036	8	2	1	3
69SJ	19	19010	9	1	0	0
69SJ	19	25056	5	2	0	4
69SJ	19	18062	8	1	1	6
69SJ	19	17012	7	2	0	1
69SJ	19	18069	8	2	0	3
69SJ	19	29042	9	1	0	0
69SJ	19	27020	7	2	1	6
69SJ	19	19068	9	1	0	0
69SJ	19	-15010	5	3	0	3
69SJ	19	19019	9	1	0	0
69SJ	19	-15056	5	2	1	3
69SJ	19	29079	9	1	0	0
69SJ	19	27024	7	2	0	2
69SJ	19	25012	5	3	1	5
69SJ	19	28059	8	1	1	5
69SJ	19	28006	8	2	1	2
69SJ	19	25069	5	2	0	1
69SJ	19	-15026	5	2	1	5
69SJ	19	17028	7	3	1	3
69SJ	19	18063	8	2	1	4
69SJ	19	28014	8	2	1	5
69SJ	19	-16065	6	2	0	4
69SJ	19	29070	9	1	0	0
69SJ	19	-15072	5	2	1	3
69SJ	19	26061	6	2	1	5
69SJ	19	19008	9	1	0	0
69SJ	19	-15051	5	3	0	4
69SJ	19	19007	9	1	0	0
69SJ	19	-15042	5	3	0	2
69SJ	19	29018	9	2	0	0
69SJ	19	27054	7	2	0	4
69SJ	19	17032	7	1	1	3
69SJ	19	25057	5	3	1	3
69SJ	19	-16049	6	2	0	3
69SJ	19	29085	9	2	0	0
69SJ	19	28002	8	2	1	4
69SJ	19	27004	7	2	1	4
69SJ	19	29081	9	1	0	0
69SJ	19	29057	9	2	0	0
69SJ	19	28043	8	2	1	2
69SJ	19	-16067	6	2	1	4
69SJ	19	29011	9	1	0	0
69SJ	19	29028	9	2	0	0
69SJ	19	28018	8	3	1	3
69SJ	19	19083	9	1	0	0
69SJ	19	-16006	6	3	1	4
69SJ	19	19064	9	1	0	0
69SJ	19	-16008	6	1	1	3
69SJ	19	19013	9	1	0	0
69SJ	19	-16054	6	3	1	4
69SJ	19	27029	7	2	1	3
69SJ	19	-15001	5	1	1	4
69SJ	19	19056	9	1	0	0
69SJ	19	19050	9	1	0	0
69SJ	19	25016	5	3	1	3
69SJ	19	19089	9	1	0	0
69SJ	19	28008	8	2	0	2
69SJ	19	18029	8	1	1	3
69SJ	19	27052	7	2	0	4
69SJ	19	29072	9	1	0	0
69SJ	19	27037	7	2	0	4
69SJ	19	19058	9	2	0	0
69SJ	19	26032	6	3	0	2
69SJ	19	17017	7	2	1	2
69SJ	19	26045	6	2	1	4
70FW	20	29037	9	1	0	0
70FW	20	19013	9	1	0	0
70FW	20	25072	5	2	0	3
70FW	20	25053	5	1	0	5
70FW	20	28015	8	1	1	6
70FW	20	27059	7	1	0	3
70FW	20	28019	8	2	1	4
