subject	repetition	condition	loc_in_pair	resp_big_small	resp_acc	RTs	Bmemory
1	1	1	1	0	1	672.871916001895	1
1	1	1	2	1	1	406.301102979342	1
1	1	2	1	1	1	565.359402011381	0
1	1	2	2	0	1	524.251524999272	0
1	1	1	1	1	1	522.346278012265	0
1	1	1	2	0	1	551.758053014055	0
1	1	2	1	1	0	494.799464999232	1
1	1	2	2	1	1	701.206465018913	1
1	1	1	1	0	1	491.260627983138	0
1	1	1	2	1	1	498.320538987173	0
1	1	1	1	0	1	360.218429996166	1
1	1	1	2	1	1	463.275821006391	1
1	1	2	1	1	1	453.044067980954	0
1	1	2	2	0	1	515.508579002926	0
1	1	2	1	0	1	506.851815996924	0
1	1	2	2	1	1	455.454120994546	0
1	1	1	1	0	1	535.319372022059	1
1	1	1	2	1	1	437.214645993663	1
1	1	3	1	0	0	491.701203980483	0
1	1	5	2	0	1	666.200248000678	0
1	1	4	1	0	1	591.303263994632	1
1	1	4	2	1	1	486.986267002067	1
1	1	6	4	1	0	894.118864001939	1
1	1	2	1	0	1	811.837228975492	0
1	1	2	2	1	1	538.419326010626	0
1	1	3	1	0	1	632.559217017842	1
1	1	5	2	1	1	926.615495991427	1
1	1	2	1	1	1	925.524627004052	0
1	1	2	2	0	1	572.093316994142	0
1	1	4	1	1	1	642.270951997489	0
1	1	4	2	0	1	736.529934016289	0
1	1	6	4	1	1	702.159722015494	0
1	1	1	1	1	1	557.231393002439	1
1	1	1	2	0	1	787.399019987788	1
1	1	2	1	1	1	594.040527008474	0
1	1	2	2	0	1	736.397014989052	0
1	1	3	1	0	1	734.344584023347	1
1	1	5	2	0	0	756.657908990746	1
1	1	2	1	1	1	531.265673984308	1
1	1	2	2	0	1	577.682211995125	1
1	1	4	1	1	1	599.292798986426	0
1	1	4	2	0	1	750.333308998961	0
1	1	6	4	1	1	637.658128980547	0
1	1	3	1	0	1	586.780393990921	0
1	1	5	2	1	1	642.405846010661	0
1	1	3	1	0	1	527.6092980057	1
1	1	5	2	1	1	551.009182003327	1
1	1	1	1	1	1	637.197022006148	1
1	1	1	2	0	1	635.700320999604	1
1	1	4	1	0	1	994.155241001863	0
1	1	4	2	1	1	655.315643991344	0
1	1	6	4	0	1	1126.28322202363	0
1	1	1	1	1	1	1372.76328200824	0
1	1	1	2	0	1	1098.99752997444	0
1	1	1	1	0	1	866.197736992035	0
1	1	1	2	1	1	784.44259299431	0
1	1	2	1	1	1	686.668651993386	0
1	1	2	2	0	1	940.503758989507	0
1	1	4	1	1	1	627.620759012643	0
1	1	4	2	0	1	665.897432016209	0
1	1	6	4	1	1	624.17911097873	0
1	1	4	1	1	1	757.111374987289	0
1	1	4	2	0	1	717.063405987574	0
1	1	6	4	1	1	627.535450010328	0
1	1	3	1	1	1	570.742803014582	1
1	1	5	2	0	1	1192.41701898864	1
1	1	4	1	0	1	1183.38701102766	0
1	1	4	2	1	1	916.905168996891	0
1	1	6	4	0	1	859.876745991642	0
1	1	3	1	1	1	793.887048988836	1
1	1	5	2	0	1	895.481085026404	1
1	1	4	1	1	1	670.205471978988	1
1	1	4	2	0	1	1045.39164400194	1
1	1	6	4	1	1	979.044381994754	1
1	1	3	1	0	1	826.111049012979	0
1	1	5	2	1	1	791.962357005104	0
1	1	3	1	1	1	934.870332013816	0
1	1	5	2	0	1	1300.95799200353	0
1	1	4	1	1	1	907.523050002055	0
1	1	4	2	0	1	753.236010001274	0
1	1	6	4	1	1	887.658798019402	0
1	1	1	1	0	1	691.825685993535	1
1	1	1	2	1	1	913.624071021331	1
1	1	2	1	1	1	617.336945986608	1
1	1	2	2	0	1	783.505690022139	1
1	1	2	1	1	0	686.723538005026	0
1	1	2	2	1	1	597.123757004738	0
1	1	1	1	0	1	739.019217988243	1
1	1	1	2	1	1	1033.2296959823	1
1	1	1	1	1	1	1431.95653698058	1
1	1	1	2	0	1	766.100293985801	1
1	1	2	1	0	1	723.874494025949	0
1	1	2	2	1	1	770.59944299981	0
1	1	1	1	0	1	753.273295995314	0
1	1	1	2	1	1	639.047619974008	0
1	1	2	1	0	1	606.711072992766	0
1	1	2	2	1	1	501.173366996227	0
1	1	4	1	1	1	554.480755003169	1
1	1	4	2	0	1	929.620575014269	1
1	1	6	4	1	1	630.960893991869	1
1	1	1	1	1	1	750.802391994512	0
1	1	1	2	0	1	580.425001971889	0
1	1	3	1	0	1	682.632951997221	1
1	1	5	2	1	1	489.167665014975	1
1	1	3	1	0	1	790.418895019684	1
1	1	5	2	0	0	750.211391976336	1
1	1	2	1	1	1	636.286299006315	1
1	1	2	2	0	1	1147.25284700398	1
1	1	1	1	1	1	705.426867993083	0
1	1	1	2	0	1	775.952903000871	0
1	1	2	1	0	1	1070.19154398586	0
1	1	2	2	1	1	1011.9007640169	0
1	1	4	1	1	0	1226.68230801355	0
1	1	4	2	1	1	545.7071599958	0
1	1	6	4	1	0	783.504401013488	0
1	1	3	1	0	1	670.447255979525	0
1	1	5	2	1	1	516.585976991337	0
1	1	2	1	1	1	587.43377099745	0
1	1	2	2	0	1	633.288298995467	0
1	1	3	1	1	1	510.724595020292	1
1	1	5	2	0	1	966.33156601456	1
1	1	1	1	0	1	628.880450996803	0
1	1	1	2	1	1	626.974414015422	0
1	1	1	1	0	1	593.483370001195	1
1	1	1	2	1	1	607.094706996577	1
1	1	4	1	0	1	493.466065003304	0
1	1	4	2	1	1	564.508956013015	0
1	1	6	4	0	1	1195.03417698434	0
1	1	1	1	0	1	601.044855982764	0
1	1	1	2	1	1	487.708666012622	0
1	1	4	1	0	1	629.633580014342	0
1	1	4	2	1	1	588.870303006843	0
1	1	6	4	0	1	530.773263977608	0
1	1	2	1	1	1	577.040642994689	1
1	1	2	2	0	1	1223.32668799208	1
1	1	4	1	0	1	582.258629990974	0
1	1	4	2	1	1	605.129288014723	0
1	1	6	4	0	1	755.102894006995	0
1	1	3	1	1	1	1049.6087189822	0
1	1	5	2	0	1	1216.11831602058	0
1	1	3	1	1	1	598.300812998787	0
1	1	5	2	0	1	995.711253985064	0
1	1	2	1	0	1	1113.99791002623	0
1	1	2	2	1	1	744.252116011921	0
1	1	4	1	1	1	614.852700993652	1
1	1	4	2	0	1	614.055131009081	1
1	1	6	4	1	1	660.484905994963	1
1	1	3	1	0	1	618.261602008715	0
1	1	5	2	1	1	577.833763003582	0
1	1	3	1	0	1	582.434643001761	1
1	1	5	2	1	1	662.228556990158	1
1	1	4	1	1	1	804.649577999953	0
1	1	4	2	0	1	874.612293991959	0
1	1	6	4	1	1	1184.70518701361	0
1	1	3	1	0	1	823.313386004884	0
1	1	5	2	1	1	798.83206501836	0
1	1	4	1	1	1	557.018476014491	1
1	1	4	2	0	1	811.186860024463	1
1	1	6	4	1	1	801.931469002739	1
1	1	4	1	0	1	767.329565016553	0
1	1	4	2	1	1	638.400316005573	0
1	1	6	4	0	1	1020.67080698907	0
1	1	2	1	0	1	742.634163005278	0
1	1	2	2	1	1	597.290449019056	0
1	1	2	1	0	1	628.298292984255	0
1	1	2	2	1	1	537.429305986734	0
1	1	1	1	0	1	568.437837006059	1
1	1	1	2	1	1	694.354145991383	1
1	1	1	1	0	1	589.054194017081	1
1	1	1	2	1	1	587.23012500559	1
1	1	1	1	0	1	762.73299701279	0
1	1	1	2	1	1	527.820377988974	0
1	1	2	1	0	1	800.03230299917	1
1	1	2	2	0	0	684.966673987219	1
1	1	2	1	1	1	556.228639004985	1
1	1	2	2	0	1	689.520599989919	1
1	1	1	1	1	1	568.25967199984	1
1	1	1	2	0	1	670.332205976592	1
1	1	1	1	1	1	741.643579996889	0
1	1	1	2	0	1	899.398385983659	0
1	1	1	1	0	1	698.251638998045	0
1	1	1	2	1	1	760.119473008672	0
1	1	4	1	0	1	671.702208986972	0
1	1	4	2	1	1	644.766869023442	0
1	1	6	4	0	1	995.607080985792	0
1	1	4	1	0	1	778.187115007313	0
1	1	4	2	1	1	552.840760996332	0
1	1	6	4	1	0	638.316702999873	0
1	1	2	1	0	1	653.272750001634	1
1	1	2	2	1	1	724.118376005208	1
1	1	2	1	1	1	635.015241015935	0
1	1	2	2	0	1	601.02076199837	0
1	1	4	1	0	1	623.315948003437	1
1	1	4	2	0	0	645.409792981809	1
1	1	6	4	0	1	932.083250983851	1
1	1	2	1	1	0	777.88324400899	0
1	1	2	2	1	1	585.142422001809	0
